time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,change_measure,social_worker_stability,number,percentage
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Social worker changes across 12 months,With one social worker change,113,38
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Social worker changes across 12 months,With two or more social worker changes,44,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Social worker changes over 24 months,Total,297,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Social worker changes over 24 months,With no social worker change,76,26
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Social worker changes over 24 months,With one social worker change,92,31
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Social worker changes over 24 months,With two or more social worker changes,129,43
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Social worker changes across 12 months,Total,500,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Social worker changes across 12 months,With no social worker change,202,40
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Social worker changes across 12 months,With one social worker change,117,23
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Social worker changes across 12 months,With two or more social worker changes,181,36
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Social worker changes over 24 months,Total,500,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Social worker changes over 24 months,With no social worker change,117,23
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Social worker changes over 24 months,With one social worker change,73,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Social worker changes over 24 months,With two or more social worker changes,310,62
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Social worker changes across 12 months,Total,264,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Social worker changes across 12 months,With no social worker change,66,25
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Social worker changes across 12 months,With one social worker change,108,41
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Social worker changes across 12 months,With two or more social worker changes,90,34
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Social worker changes over 24 months,Total,264,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Social worker changes over 24 months,With no social worker change,40,15
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Social worker changes over 24 months,With one social worker change,53,20
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Social worker changes over 24 months,With two or more social worker changes,171,65
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Social worker changes across 12 months,Total,838,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Social worker changes across 12 months,With no social worker change,401,48
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Social worker changes across 12 months,With one social worker change,303,36
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Social worker changes across 12 months,With two or more social worker changes,134,16
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Social worker changes over 24 months,Total,838,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Social worker changes over 24 months,With no social worker change,219,26
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Social worker changes over 24 months,With one social worker change,246,29
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Social worker changes over 24 months,With two or more social worker changes,373,45
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Social worker changes across 12 months,Total,368,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Social worker changes across 12 months,With no social worker change,135,37
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Social worker changes across 12 months,With one social worker change,138,38
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Social worker changes across 12 months,With two or more social worker changes,95,26
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Social worker changes over 24 months,Total,368,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Social worker changes over 24 months,With no social worker change,42,11
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Social worker changes over 24 months,With one social worker change,131,36
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Social worker changes over 24 months,With two or more social worker changes,195,53
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Social worker changes across 12 months,Total,677,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Social worker changes across 12 months,With no social worker change,247,36
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Social worker changes across 12 months,With one social worker change,253,37
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Social worker changes across 12 months,With two or more social worker changes,177,26
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Social worker changes over 24 months,Total,677,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Social worker changes over 24 months,With no social worker change,96,14
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Social worker changes over 24 months,With one social worker change,225,33
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Social worker changes over 24 months,With two or more social worker changes,356,53
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Social worker changes across 12 months,Total,307,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Social worker changes across 12 months,With no social worker change,141,46
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Social worker changes across 12 months,With one social worker change,104,34
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Social worker changes across 12 months,With two or more social worker changes,62,20
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Social worker changes over 24 months,Total,307,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Social worker changes over 24 months,With no social worker change,50,16
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Social worker changes over 24 months,With one social worker change,109,36
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Social worker changes over 24 months,With two or more social worker changes,148,48
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Social worker changes across 12 months,Total,290,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Social worker changes across 12 months,With no social worker change,141,49
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Social worker changes across 12 months,With one social worker change,102,35
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Social worker changes across 12 months,With two or more social worker changes,47,16
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Social worker changes over 24 months,Total,290,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Social worker changes over 24 months,With no social worker change,57,20
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Social worker changes over 24 months,With one social worker change,97,33
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Social worker changes over 24 months,With two or more social worker changes,136,47
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Social worker changes across 12 months,Total,x,x
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Social worker changes across 12 months,With no social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Social worker changes across 12 months,With one social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Social worker changes across 12 months,With two or more social worker changes,x,x
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Social worker changes over 24 months,Total,x,x
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Social worker changes over 24 months,With no social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Social worker changes over 24 months,With one social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Social worker changes over 24 months,With two or more social worker changes,x,x
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Social worker changes across 12 months,Total,379,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Social worker changes across 12 months,With no social worker change,168,44
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Social worker changes across 12 months,With one social worker change,94,25
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Social worker changes across 12 months,With two or more social worker changes,117,31
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Social worker changes over 24 months,Total,379,100
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Social worker changes over 24 months,With no social worker change,105,28
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Social worker changes over 24 months,With one social worker change,91,24
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Social worker changes over 24 months,With two or more social worker changes,183,48
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Social worker changes across 12 months,Total,99,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Social worker changes across 12 months,With no social worker change,99,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Social worker changes across 12 months,With one social worker change,0,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Social worker changes across 12 months,With two or more social worker changes,0,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Social worker changes over 24 months,Total,99,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Social worker changes over 24 months,With no social worker change,30,30
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Social worker changes over 24 months,With one social worker change,46,46
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Social worker changes over 24 months,With two or more social worker changes,23,23
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Social worker changes across 12 months,Total,127,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Social worker changes across 12 months,With no social worker change,46,36
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Social worker changes across 12 months,With one social worker change,44,35
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Social worker changes across 12 months,With two or more social worker changes,37,29
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Social worker changes over 24 months,Total,127,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Social worker changes over 24 months,With no social worker change,17,13
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Social worker changes over 24 months,With one social worker change,34,27
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Social worker changes over 24 months,With two or more social worker changes,76,60
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Social worker changes across 12 months,Total,x,x
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Social worker changes across 12 months,With no social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Social worker changes across 12 months,With one social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Social worker changes across 12 months,With two or more social worker changes,x,x
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Social worker changes over 24 months,Total,x,x
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Social worker changes over 24 months,With no social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Social worker changes over 24 months,With one social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Social worker changes over 24 months,With two or more social worker changes,x,x
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Social worker changes across 12 months,Total,567,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Social worker changes across 12 months,With no social worker change,192,34
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Social worker changes across 12 months,With one social worker change,216,38
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Social worker changes across 12 months,With two or more social worker changes,159,28
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Social worker changes over 24 months,Total,567,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Social worker changes over 24 months,With no social worker change,82,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Social worker changes over 24 months,With one social worker change,146,26
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Social worker changes over 24 months,With two or more social worker changes,339,60
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes across 12 months,Total,485,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes across 12 months,With no social worker change,237,49
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes across 12 months,With one social worker change,138,28
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes across 12 months,With two or more social worker changes,110,23
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes over 24 months,Total,485,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes over 24 months,With no social worker change,115,24
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes over 24 months,With one social worker change,155,32
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Social worker changes over 24 months,With two or more social worker changes,215,44
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes across 12 months,Total,476,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes across 12 months,With no social worker change,177,37
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes across 12 months,With one social worker change,138,29
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes across 12 months,With two or more social worker changes,161,34
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes over 24 months,Total,476,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes over 24 months,With no social worker change,61,13
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes over 24 months,With one social worker change,102,21
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Social worker changes over 24 months,With two or more social worker changes,313,66
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes across 12 months,Total,640,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes across 12 months,With no social worker change,244,38
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes across 12 months,With one social worker change,234,37
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes across 12 months,With two or more social worker changes,162,25
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes over 24 months,Total,640,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes over 24 months,With no social worker change,88,14
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes over 24 months,With one social worker change,197,31
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Social worker changes over 24 months,With two or more social worker changes,355,55
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes across 12 months,Total,335,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes across 12 months,With no social worker change,131,39
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes across 12 months,With one social worker change,128,38
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes across 12 months,With two or more social worker changes,76,23
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes over 24 months,Total,335,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes over 24 months,With no social worker change,60,18
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes over 24 months,With one social worker change,99,30
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Social worker changes over 24 months,With two or more social worker changes,176,53
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes across 12 months,Total,1289,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes across 12 months,With no social worker change,462,36
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes across 12 months,With one social worker change,460,36
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes across 12 months,With two or more social worker changes,367,28
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes over 24 months,Total,1289,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes over 24 months,With no social worker change,215,17
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes over 24 months,With one social worker change,373,29
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Social worker changes over 24 months,With two or more social worker changes,701,54
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes across 12 months,Total,508,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes across 12 months,With no social worker change,197,39
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes across 12 months,With one social worker change,181,36
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes across 12 months,With two or more social worker changes,130,26
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes over 24 months,Total,508,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes over 24 months,With no social worker change,74,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes over 24 months,With one social worker change,150,30
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Social worker changes over 24 months,With two or more social worker changes,284,56
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Social worker changes across 12 months,Total,568,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Social worker changes across 12 months,With no social worker change,225,40
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Social worker changes across 12 months,With one social worker change,220,39
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Social worker changes across 12 months,With two or more social worker changes,123,22
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Social worker changes over 24 months,Total,568,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Social worker changes over 24 months,With no social worker change,91,16
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Social worker changes over 24 months,With one social worker change,219,39
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Social worker changes over 24 months,With two or more social worker changes,258,45
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Social worker changes across 12 months,Total,577,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Social worker changes across 12 months,With no social worker change,232,40
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Social worker changes across 12 months,With one social worker change,204,35
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Social worker changes across 12 months,With two or more social worker changes,141,24
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Social worker changes over 24 months,Total,577,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Social worker changes over 24 months,With no social worker change,125,22
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Social worker changes over 24 months,With one social worker change,159,28
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Social worker changes over 24 months,With two or more social worker changes,293,51
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Social worker changes across 12 months,Total,350,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Social worker changes across 12 months,With no social worker change,181,52
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Social worker changes across 12 months,With one social worker change,137,39
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Social worker changes across 12 months,With two or more social worker changes,32,9
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Social worker changes over 24 months,Total,350,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Social worker changes over 24 months,With no social worker change,102,29
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Social worker changes over 24 months,With one social worker change,126,36
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Social worker changes over 24 months,With two or more social worker changes,122,35
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Social worker changes across 12 months,Total,663,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Social worker changes across 12 months,With no social worker change,121,18
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Social worker changes across 12 months,With one social worker change,185,28
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Social worker changes across 12 months,With two or more social worker changes,357,54
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Social worker changes over 24 months,Total,663,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Social worker changes over 24 months,With no social worker change,48,7
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Social worker changes over 24 months,With one social worker change,99,15
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Social worker changes over 24 months,With two or more social worker changes,516,78
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Social worker changes across 12 months,Total,414,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Social worker changes across 12 months,With no social worker change,168,41
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Social worker changes across 12 months,With one social worker change,136,33
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Social worker changes across 12 months,With two or more social worker changes,110,27
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Social worker changes over 24 months,Total,414,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Social worker changes over 24 months,With no social worker change,103,25
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Social worker changes over 24 months,With one social worker change,92,22
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Social worker changes over 24 months,With two or more social worker changes,219,53
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Social worker changes across 12 months,Total,448,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Social worker changes across 12 months,With no social worker change,222,50
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Social worker changes across 12 months,With one social worker change,109,24
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Social worker changes across 12 months,With two or more social worker changes,117,26
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Social worker changes over 24 months,Total,448,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Social worker changes over 24 months,With no social worker change,112,25
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Social worker changes over 24 months,With one social worker change,125,28
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Social worker changes over 24 months,With two or more social worker changes,211,47
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Social worker changes across 12 months,Total,300,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Social worker changes across 12 months,With no social worker change,116,39
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Social worker changes across 12 months,With one social worker change,131,44
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Social worker changes across 12 months,With two or more social worker changes,53,18
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Social worker changes over 24 months,Total,300,100
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Social worker changes over 24 months,With no social worker change,51,17
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Social worker changes over 24 months,With one social worker change,113,38
