time_period,time_identifier,geographic_level,country_code,country_name,age_group,CLA_group,characteristic,measure,number,percentage
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Total information not known,Activity of care leaver,750,7
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,3600,36
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,180,2
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,170,2
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,150,2
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,120,1
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Female,Gender,3960,38
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,2840,27
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,490,5
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in training or employment,Activity of care leaver,1670,16
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,510,5
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,9660,92
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,LA not in touch,Activity of care leaver,470,4
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Male,Gender,6510,62
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,550,5
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to illness or disability,Activity of care leaver,730,7
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to other reasons,Activity of care leaver,2490,24
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,470,4
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,350,3
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,20,k
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in training or employment,Activity of care leaver,720,7
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Total activity of care leavers,Activity of care leaver,10470,100
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Total gender,Gender,10470,100
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in education other than higher education,Activity of care leaver,3190,30
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in touch,LA in-touch with the care leaver,10470,100
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in training or employment,Activity of care leaver,2390,23
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Total information not known,Activity of care leaver,700,7
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,3680,35
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,140,1
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,130,1
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,120,1
2019,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,100,1
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Female,Gender,4160,39
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,2750,26
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,530,5
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in training or employment,Activity of care leaver,1710,16
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,550,5
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,10020,93
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,LA not in touch,Activity of care leaver,430,4
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Male,Gender,6600,61
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,490,5
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to illness or disability,Activity of care leaver,680,6
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to other reasons,Activity of care leaver,2740,26
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,530,5
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,350,3
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,20,k
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in training or employment,Activity of care leaver,820,8
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Total activity of care leavers,Activity of care leaver,10760,100
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Total gender,Gender,10760,100
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in education other than higher education,Activity of care leaver,3090,29
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in touch,LA in-touch with the care leaver,10760,100
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in training or employment,Activity of care leaver,2530,23
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Total information not known,Activity of care leaver,630,6
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,3950,37
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,140,1
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,130,1
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,110,1
2020,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,80,1
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Female,Gender,4040,36
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,3370,30
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,530,5
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in training or employment,Activity of care leaver,1440,13
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,560,5
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,10630,94
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,LA not in touch,Activity of care leaver,360,3
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Male,Gender,7240,64
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,430,4
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to illness or disability,Activity of care leaver,590,5
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to other reasons,Activity of care leaver,3240,29
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,460,4
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,390,3
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,30,k
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in training or employment,Activity of care leaver,690,6
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Total activity of care leavers,Activity of care leaver,11280,100
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Total gender,Gender,11280,100
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in education other than higher education,Activity of care leaver,3760,33
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in touch,LA in-touch with the care leaver,11280,100
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in training or employment,Activity of care leaver,2130,19
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Total information not known,Activity of care leaver,540,5
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,4290,38
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,130,1
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,120,1
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,90,1
2021,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,60,1
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Female,Gender,4210,36
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,3400,29
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,630,5
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,190,2
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,1500,13
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,670,6
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,10950,94
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,LA not in touch,Activity of care leaver,400,3
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Male,Gender,7420,64
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,460,4
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to illness or disability,Activity of care leaver,640,6
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to other reasons,Activity of care leaver,2960,25
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,410,4
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,430,4
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,40,k
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,20,k
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,810,7
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Total activity of care leavers,Activity of care leaver,11630,100
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Total gender,Gender,11630,100
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in apprenticeship,Activity of care leaver,220,2
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in education other than higher education,Activity of care leaver,3840,33
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in touch,LA in-touch with the care leaver,11630,100
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,2310,20
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Total information not known,Activity of care leaver,580,5
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,4020,35
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,140,1
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,130,1
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,80,1
2022,Reporting year,National,E92000001,England,19 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,50,k
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Female,Gender,3940,38
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,4230,41
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,320,3
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in training or employment,Activity of care leaver,1210,12
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,340,3
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,9800,94
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,LA not in touch,Activity of care leaver,390,4
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Male,Gender,6480,62
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,450,4
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to illness or disability,Activity of care leaver,430,4
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to other reasons,Activity of care leaver,2390,23
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,270,3
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,450,4
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,20,k
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in training or employment,Activity of care leaver,560,5
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Total activity of care leavers,Activity of care leaver,10420,100
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Total gender,Gender,10420,100
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in education other than higher education,Activity of care leaver,4680,45
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in touch,LA in-touch with the care leaver,10420,100
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in training or employment,Activity of care leaver,1770,17
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Total information not known,Activity of care leaver,550,5
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,3090,30
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,110,1
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,110,1
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,60,1
2018,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,60,1
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Female,Gender,4150,39
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,4210,39
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,300,3
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in training or employment,Activity of care leaver,1300,12
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,330,3
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,10030,94
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,LA not in touch,Activity of care leaver,480,5
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Male,Gender,6550,61
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,550,5
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to illness or disability,Activity of care leaver,360,3
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to other reasons,Activity of care leaver,2520,24
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,340,3
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,440,4
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,30,k
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in training or employment,Activity of care leaver,610,6
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Total activity of care leavers,Activity of care leaver,10700,100
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Total gender,Gender,10700,100
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in education other than higher education,Activity of care leaver,4650,43
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in touch,LA in-touch with the care leaver,10700,100
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in training or employment,Activity of care leaver,1910,18
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Total information not known,Activity of care leaver,600,6
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,3220,30
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,70,1
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,70,1
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,60,1
2019,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,50,k
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Female,Gender,4000,36
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,4520,40
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,280,2
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in training or employment,Activity of care leaver,1300,12
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,300,3
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,10600,95
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,LA not in touch,Activity of care leaver,410,4
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Male,Gender,7180,64
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,450,4
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to illness or disability,Activity of care leaver,390,3
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to other reasons,Activity of care leaver,2740,24
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,310,3
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,530,5
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,20,k
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in training or employment,Activity of care leaver,580,5
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Total activity of care leavers,Activity of care leaver,11190,100
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Total gender,Gender,11190,100
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in education other than higher education,Activity of care leaver,5040,45
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in touch,LA in-touch with the care leaver,11190,100
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in training or employment,Activity of care leaver,1880,17
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Total information not known,Activity of care leaver,540,5
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,3430,31
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,90,1
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,90,1
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,50,k
2020,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,40,k
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Female,Gender,4200,36
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,5050,44
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,400,3
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in training or employment,Activity of care leaver,1120,10
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,430,4
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,11000,95
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,LA not in touch,Activity of care leaver,430,4
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Male,Gender,7390,64
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,480,4
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to illness or disability,Activity of care leaver,340,3
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to other reasons,Activity of care leaver,2870,25
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,260,2
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,510,4
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,30,k
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in training or employment,Activity of care leaver,480,4
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Total activity of care leavers,Activity of care leaver,11580,100
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Total gender,Gender,11580,100
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in education other than higher education,Activity of care leaver,5560,48
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in touch,LA in-touch with the care leaver,11580,100
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in training or employment,Activity of care leaver,1600,14
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Total information not known,Activity of care leaver,530,5
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,3470,30
