time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,activity,number,percentage
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",15,38
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 17 to 18,Total,40,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 17 to 18,"Total in education, employment or training",17,43
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 17 to 18,Total information not known,3,8
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 17 to 18,"Total not in education, employment or training",20,50
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 21,Education other than higher education,23,15
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 21,Higher education i.e. studies beyond A level,10,7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 21,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 21,In training or employment,37,25
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",20,13
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",37,25
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",21,14
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 21,Total,150,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 21,"Total in education, employment or training",70,47
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 21,Total information not known,2,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Aged 19 to 21,"Total not in education, employment or training",78,52
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 17 to 18,Education other than higher education,31,39
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 17 to 18,Higher education i.e. studies beyond A level,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 17 to 18,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 17 to 18,In training or employment,17,22
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",27,34
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 17 to 18,Total,79,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 17 to 18,"Total in education, employment or training",48,61
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 17 to 18,Total information not known,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 17 to 18,"Total not in education, employment or training",31,39
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 19 to 21,Education other than higher education,21,11
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 19 to 21,Higher education i.e. studies beyond A level,8,4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 19 to 21,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 19 to 21,In training or employment,63,33
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",23,12
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",59,31
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",17,9
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 19 to 21,Total,193,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 19 to 21,"Total in education, employment or training",92,48
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 19 to 21,Total information not known,2,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 19 to 21,"Total not in education, employment or training",99,51
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 17 to 18,Education other than higher education,31,46
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 17 to 18,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 17 to 18,In training or employment,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",15,22
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 17 to 18,Total,68,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 17 to 18,"Total in education, employment or training",48,71
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 17 to 18,Total information not known,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 17 to 18,"Total not in education, employment or training",20,29
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 19 to 21,Education other than higher education,29,19
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 19 to 21,Higher education i.e. studies beyond A level,9,6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 19 to 21,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 19 to 21,In training or employment,43,29
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",31,21
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",25,17
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",10,7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 19 to 21,Total,149,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 19 to 21,"Total in education, employment or training",81,54
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 19 to 21,Total information not known,2,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 19 to 21,"Total not in education, employment or training",66,44
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 17 to 18,Education other than higher education,61,27
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 17 to 18,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 17 to 18,In training or employment,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",11,5
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",83,37
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",14,6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 17 to 18,Total,222,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 17 to 18,"Total in education, employment or training",111,50
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 17 to 18,Total information not known,3,1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 17 to 18,"Total not in education, employment or training",108,49
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 19 to 21,Education other than higher education,87,15
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 19 to 21,Higher education i.e. studies beyond A level,31,5
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 19 to 21,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 19 to 21,In training or employment,142,24
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",78,13
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",184,31
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",62,10
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 19 to 21,Total,597,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 19 to 21,"Total in education, employment or training",260,44
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 19 to 21,Total information not known,13,2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 19 to 21,"Total not in education, employment or training",324,54
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 17 to 18,Education other than higher education,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 17 to 18,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 17 to 18,In training or employment,25,32
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",16,21
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 17 to 18,Total,77,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 17 to 18,"Total in education, employment or training",48,62
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 17 to 18,Total information not known,4,5
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 17 to 18,"Total not in education, employment or training",25,32
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 19 to 21,Education other than higher education,24,12
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 19 to 21,Higher education i.e. studies beyond A level,19,9
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 19 to 21,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 19 to 21,In training or employment,61,30
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",31,15
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",46,23
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",8,4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 19 to 21,Total,203,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 19 to 21,"Total in education, employment or training",104,51
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 19 to 21,Total information not known,14,7
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Aged 19 to 21,"Total not in education, employment or training",85,42
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 17 to 18,Education other than higher education,17,38
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 17 to 18,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 17 to 18,In training or employment,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",12,27
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 17 to 18,Total,45,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 17 to 18,"Total in education, employment or training",30,67
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 17 to 18,Total information not known,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 17 to 18,"Total not in education, employment or training",15,33
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 19 to 21,Education other than higher education,19,16
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 19 to 21,Higher education i.e. studies beyond A level,11,9
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 19 to 21,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 19 to 21,In training or employment,39,33
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",16,14
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",22,19
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",10,9
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 19 to 21,Total,117,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 19 to 21,"Total in education, employment or training",69,59
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 19 to 21,Total information not known,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Aged 19 to 21,"Total not in education, employment or training",48,41
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 17 to 18,Education other than higher education,22,51
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 17 to 18,Higher education i.e. studies beyond A level,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 17 to 18,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 17 to 18,In training or employment,6,14
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",10,23
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 17 to 18,Total,43,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 17 to 18,"Total in education, employment or training",28,65
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 17 to 18,Total information not known,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 17 to 18,"Total not in education, employment or training",15,35
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 19 to 21,Education other than higher education,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 19 to 21,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 19 to 21,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 19 to 21,In training or employment,26,33
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",7,9
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",17,21
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",8,10
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 19 to 21,Total,80,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 19 to 21,"Total in education, employment or training",48,60
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 19 to 21,Total information not known,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Aged 19 to 21,"Total not in education, employment or training",32,40
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 17 to 18,Education other than higher education,28,76
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 17 to 18,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 17 to 18,In training or employment,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 17 to 18,Total,37,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 17 to 18,"Total in education, employment or training",31,84
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 17 to 18,Total information not known,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 17 to 18,"Total not in education, employment or training",6,16
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 19 to 21,Education other than higher education,24,32
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 19 to 21,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 19 to 21,In an apprenticeship,z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 19 to 21,In training or employment,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",9,12
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 19 to 21,Total,74,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Aged 19 to 21,"Total in education, employment or training",46,62
