time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percentage
2020,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Carer requests placement end other than due to child's behaviour,90,5
2020,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Carer requests placement ends due to child's behaviour,190,10
2020,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Change in the status of a placement only,540,30
2020,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Change to/Implementation of care plan,440,24
2020,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Child requests placement to end,120,6
2020,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Custody,0,0
2020,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Other,350,19
2020,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Resignation or closure of provision,20,1
2020,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Responsible/Area authority requests placement to end,20,1
2020,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Standards of care concern,30,2
2020,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,All Placements,1050,2
2020,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Allegation (s47),20,2
2020,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Approval removed,c,c
2020,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement end other than due to child's behaviour,40,4
2020,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement ends due to child's behaviour,160,15
2020,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change in the status of a placement only,320,30
2020,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change to/Implementation of care plan,180,17
2020,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Child requests placement to end,50,5
2020,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Custody,0,0
2020,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Other,230,22
2020,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Resignation or closure of provision,10,1
2020,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Responsible/Area authority requests placement to end,10,1
2020,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Standards of care concern,20,2
2020,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,All Placements,150,k
2020,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Allegation (s47),c,c
2020,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Approval removed,0,0
2020,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement end other than due to child's behaviour,10,8
2020,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement ends due to child's behaviour,20,11
2020,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change in the status of a placement only,50,34
2020,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change to/Implementation of care plan,30,18
2020,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Child requests placement to end,10,4
2020,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Custody,0,0
2020,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Other,30,22
2020,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Resignation or closure of provision,c,c
2020,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Responsible/Area authority requests placement to end,c,c
2020,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Standards of care concern,c,c
2020,Reporting year,National,E92000001,England,Duration of Placement,Total,All Placements,58150,100
2020,Reporting year,National,E92000001,England,Duration of Placement,Total,Allegation (s47),490,1
2020,Reporting year,National,E92000001,England,Duration of Placement,Total,Approval removed,290,k
2020,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement end other than due to child's behaviour,3090,5
2020,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement ends due to child's behaviour,6290,11
2020,Reporting year,National,E92000001,England,Duration of Placement,Total,Change in the status of a placement only,9880,17
2020,Reporting year,National,E92000001,England,Duration of Placement,Total,Change to/Implementation of care plan,19520,34
2020,Reporting year,National,E92000001,England,Duration of Placement,Total,Child requests placement to end,2350,4
2020,Reporting year,National,E92000001,England,Duration of Placement,Total,Custody,190,k
2020,Reporting year,National,E92000001,England,Duration of Placement,Total,Other,14060,24
2020,Reporting year,National,E92000001,England,Duration of Placement,Total,Resignation or closure of provision,350,1
2020,Reporting year,National,E92000001,England,Duration of Placement,Total,Responsible/Area authority requests placement to end,1040,2
2020,Reporting year,National,E92000001,England,Duration of Placement,Total,Standards of care concern,610,1
2020,Reporting year,National,E92000001,England,Gender,Female,All Placements,26110,45
2020,Reporting year,National,E92000001,England,Gender,Female,Allegation (s47),230,1
2020,Reporting year,National,E92000001,England,Gender,Female,Approval removed,130,k
2020,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement end other than due to child's behaviour,1410,5
2020,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement ends due to child's behaviour,2660,10
2020,Reporting year,National,E92000001,England,Gender,Female,Change in the status of a placement only,4560,17
2020,Reporting year,National,E92000001,England,Gender,Female,Change to/Implementation of care plan,8850,34
2020,Reporting year,National,E92000001,England,Gender,Female,Child requests placement to end,1200,5
2020,Reporting year,National,E92000001,England,Gender,Female,Custody,10,k
2020,Reporting year,National,E92000001,England,Gender,Female,Other,6190,24
2020,Reporting year,National,E92000001,England,Gender,Female,Resignation or closure of provision,150,1
2020,Reporting year,National,E92000001,England,Gender,Female,Responsible/Area authority requests placement to end,440,2
2020,Reporting year,National,E92000001,England,Gender,Female,Standards of care concern,270,1
2020,Reporting year,National,E92000001,England,Gender,Male,All Placements,32040,55
2020,Reporting year,National,E92000001,England,Gender,Male,Allegation (s47),260,1
2020,Reporting year,National,E92000001,England,Gender,Male,Approval removed,160,k
2020,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement end other than due to child's behaviour,1680,5
2020,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement ends due to child's behaviour,3620,11
2020,Reporting year,National,E92000001,England,Gender,Male,Change in the status of a placement only,5320,17
2020,Reporting year,National,E92000001,England,Gender,Male,Change to/Implementation of care plan,10670,33
2020,Reporting year,National,E92000001,England,Gender,Male,Child requests placement to end,1150,4
2020,Reporting year,National,E92000001,England,Gender,Male,Custody,180,1
2020,Reporting year,National,E92000001,England,Gender,Male,Other,7870,25
2020,Reporting year,National,E92000001,England,Gender,Male,Resignation or closure of provision,200,1
2020,Reporting year,National,E92000001,England,Gender,Male,Responsible/Area authority requests placement to end,600,2
2020,Reporting year,National,E92000001,England,Gender,Male,Standards of care concern,340,1
2020,Reporting year,National,E92000001,England,Gender,Total,All Placements,58150,100
2020,Reporting year,National,E92000001,England,Gender,Total,Allegation (s47),490,1
2020,Reporting year,National,E92000001,England,Gender,Total,Approval removed,290,k
2020,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement end other than due to child's behaviour,3090,5
2020,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement ends due to child's behaviour,6290,11
2020,Reporting year,National,E92000001,England,Gender,Total,Change in the status of a placement only,9880,17
2020,Reporting year,National,E92000001,England,Gender,Total,Change to/Implementation of care plan,19520,34
2020,Reporting year,National,E92000001,England,Gender,Total,Child requests placement to end,2350,4
2020,Reporting year,National,E92000001,England,Gender,Total,Custody,190,k
2020,Reporting year,National,E92000001,England,Gender,Total,Other,14060,24
2020,Reporting year,National,E92000001,England,Gender,Total,Resignation or closure of provision,350,1
2020,Reporting year,National,E92000001,England,Gender,Total,Responsible/Area authority requests placement to end,1040,2
2020,Reporting year,National,E92000001,England,Gender,Total,Standards of care concern,610,1
2020,Reporting year,National,E92000001,England,Placement type,Foster placements,All Placements,37770,65
2020,Reporting year,National,E92000001,England,Placement type,Foster placements,Allegation (s47),400,1
2020,Reporting year,National,E92000001,England,Placement type,Foster placements,Approval removed,160,k
2020,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement end other than due to child's behaviour,2490,7
2020,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement ends due to child's behaviour,4040,11
2020,Reporting year,National,E92000001,England,Placement type,Foster placements,Change in the status of a placement only,7170,19
2020,Reporting year,National,E92000001,England,Placement type,Foster placements,Change to/Implementation of care plan,12430,33
2020,Reporting year,National,E92000001,England,Placement type,Foster placements,Child requests placement to end,1260,3
2020,Reporting year,National,E92000001,England,Placement type,Foster placements,Custody,10,k
2020,Reporting year,National,E92000001,England,Placement type,Foster placements,Other,8660,23
2020,Reporting year,National,E92000001,England,Placement type,Foster placements,Resignation or closure of provision,190,k
2020,Reporting year,National,E92000001,England,Placement type,Foster placements,Responsible/Area authority requests placement to end,580,2
2020,Reporting year,National,E92000001,England,Placement type,Foster placements,Standards of care concern,380,1
2020,Reporting year,National,E92000001,England,Placement type,Other placements,All Placements,1400,2
2020,Reporting year,National,E92000001,England,Placement type,Other placements,Allegation (s47),c,c
2020,Reporting year,National,E92000001,England,Placement type,Other placements,Approval removed,10,1
2020,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement end other than due to child's behaviour,40,3
2020,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement ends due to child's behaviour,70,5
2020,Reporting year,National,E92000001,England,Placement type,Other placements,Change in the status of a placement only,450,32
2020,Reporting year,National,E92000001,England,Placement type,Other placements,Change to/Implementation of care plan,400,29
2020,Reporting year,National,E92000001,England,Placement type,Other placements,Child requests placement to end,40,3
2020,Reporting year,National,E92000001,England,Placement type,Other placements,Custody,c,c
2020,Reporting year,National,E92000001,England,Placement type,Other placements,Other,330,24
2020,Reporting year,National,E92000001,England,Placement type,Other placements,Resignation or closure of provision,c,c
2020,Reporting year,National,E92000001,England,Placement type,Other placements,Responsible/Area authority requests placement to end,30,2
2020,Reporting year,National,E92000001,England,Placement type,Other placements,Standards of care concern,10,1
2020,Reporting year,National,E92000001,England,Placement type,Other placements in the community,All Placements,2930,5
2020,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Allegation (s47),10,k
2020,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Approval removed,10,k
2020,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement end other than due to child's behaviour,80,3
2020,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement ends due to child's behaviour,360,12
2020,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change in the status of a placement only,230,8
2020,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change to/Implementation of care plan,890,30
2020,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Child requests placement to end,300,10
2020,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Custody,30,1
2020,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Other,910,31
2020,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Resignation or closure of provision,10,k
2020,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Responsible/Area authority requests placement to end,70,2
2020,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Standards of care concern,20,1
2020,Reporting year,National,E92000001,England,Placement type,Other residential settings,All Placements,2850,5
2020,Reporting year,National,E92000001,England,Placement type,Other residential settings,Allegation (s47),c,c
2020,Reporting year,National,E92000001,England,Placement type,Other residential settings,Approval removed,20,1
2020,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement end other than due to child's behaviour,70,3
2020,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement ends due to child's behaviour,100,4
2020,Reporting year,National,E92000001,England,Placement type,Other residential settings,Change in the status of a placement only,260,9
2020,Reporting year,National,E92000001,England,Placement type,Other residential settings,Change to/Implementation of care plan,1410,50
2020,Reporting year,National,E92000001,England,Placement type,Other residential settings,Child requests placement to end,30,1
2020,Reporting year,National,E92000001,England,Placement type,Other residential settings,Custody,30,1
2020,Reporting year,National,E92000001,England,Placement type,Other residential settings,Other,850,30
2020,Reporting year,National,E92000001,England,Placement type,Other residential settings,Resignation or closure of provision,20,1
2020,Reporting year,National,E92000001,England,Placement type,Other residential settings,Responsible/Area authority requests placement to end,50,2
2020,Reporting year,National,E92000001,England,Placement type,Other residential settings,Standards of care concern,10,k
2020,Reporting year,National,E92000001,England,Placement type,Placed for adoption,All Placements,430,1
2020,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Allegation (s47),0,0
2020,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Approval removed,0,0
2020,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Carer requests placement end other than due to child's behaviour,20,5
2020,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Carer requests placement ends due to child's behaviour,10,3
2020,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Change in the status of a placement only,160,37
2020,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Change to/Implementation of care plan,120,29
2020,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Child requests placement to end,0,0
2020,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Custody,0,0
2020,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Other,100,24
2020,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Resignation or closure of provision,10,3
2020,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Responsible/Area authority requests placement to end,c,c
2020,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Standards of care concern,0,0
2020,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,All Placements,3390,6
2020,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Allegation (s47),60,2
2020,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Approval removed,50,2
2020,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Carer requests placement end other than due to child's behaviour,80,2
2020,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Carer requests placement ends due to child's behaviour,120,4
2020,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Change in the status of a placement only,990,29
2020,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Change to/Implementation of care plan,1080,32
2020,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Child requests placement to end,140,4
2020,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Custody,c,c
2020,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Other,710,21
2020,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Resignation or closure of provision,0,0
2020,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Responsible/Area authority requests placement to end,70,2
2020,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Standards of care concern,100,3
2020,Reporting year,National,E92000001,England,Placement type,Residential schools,All Placements,60,k
2020,Reporting year,National,E92000001,England,Placement type,Residential schools,Allegation (s47),0,0
2020,Reporting year,National,E92000001,England,Placement type,Residential schools,Approval removed,0,0
2020,Reporting year,National,E92000001,England,Placement type,Residential schools,Carer requests placement end other than due to child's behaviour,c,c
2020,Reporting year,National,E92000001,England,Placement type,Residential schools,Carer requests placement ends due to child's behaviour,c,c
2020,Reporting year,National,E92000001,England,Placement type,Residential schools,Change in the status of a placement only,10,11
2020,Reporting year,National,E92000001,England,Placement type,Residential schools,Change to/Implementation of care plan,20,37
2020,Reporting year,National,E92000001,England,Placement type,Residential schools,Child requests placement to end,c,c
2020,Reporting year,National,E92000001,England,Placement type,Residential schools,Custody,0,0
2020,Reporting year,National,E92000001,England,Placement type,Residential schools,Other,20,35
2020,Reporting year,National,E92000001,England,Placement type,Residential schools,Resignation or closure of provision,c,c
2020,Reporting year,National,E92000001,England,Placement type,Residential schools,Responsible/Area authority requests placement to end,0,0
2020,Reporting year,National,E92000001,England,Placement type,Residential schools,Standards of care concern,0,0
2020,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",All Placements,9330,16
2020,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Allegation (s47),20,k
2020,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Approval removed,40,k
2020,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Carer requests placement end other than due to child's behaviour,300,3
2020,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Carer requests placement ends due to child's behaviour,1580,17
2020,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Change in the status of a placement only,620,7
2020,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Change to/Implementation of care plan,3150,34
2020,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Child requests placement to end,580,6
2020,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Custody,110,1
2020,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Other,2490,27
2020,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Resignation or closure of provision,110,1
2020,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Responsible/Area authority requests placement to end,240,3
2020,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Standards of care concern,100,1
2020,Reporting year,National,E92000001,England,Placement type,Total,All Placements,58150,100
2020,Reporting year,National,E92000001,England,Placement type,Total,Allegation (s47),490,1
2020,Reporting year,National,E92000001,England,Placement type,Total,Approval removed,290,k
2020,Reporting year,National,E92000001,England,Placement type,Total,Carer requests placement end other than due to child's behaviour,3090,5
2020,Reporting year,National,E92000001,England,Placement type,Total,Carer requests placement ends due to child's behaviour,6290,11
2020,Reporting year,National,E92000001,England,Placement type,Total,Change in the status of a placement only,9880,17
2020,Reporting year,National,E92000001,England,Placement type,Total,Change to/Implementation of care plan,19520,34
2020,Reporting year,National,E92000001,England,Placement type,Total,Child requests placement to end,2350,4
2020,Reporting year,National,E92000001,England,Placement type,Total,Custody,190,k
2020,Reporting year,National,E92000001,England,Placement type,Total,Other,14060,24
2020,Reporting year,National,E92000001,England,Placement type,Total,Resignation or closure of provision,350,1
2020,Reporting year,National,E92000001,England,Placement type,Total,Responsible/Area authority requests placement to end,1040,2
2020,Reporting year,National,E92000001,England,Placement type,Total,Standards of care concern,610,1
2019,Reporting year,National,E92000001,England,Age,1 to 4 years,All Placements,7880,14
2019,Reporting year,National,E92000001,England,Age,1 to 4 years,Allegation (s47),60,1
2019,Reporting year,National,E92000001,England,Age,1 to 4 years,Approval removed,60,1
2019,Reporting year,National,E92000001,England,Age,1 to 4 years,Carer requests placement end other than due to child's behaviour,420,5
2019,Reporting year,National,E92000001,England,Age,1 to 4 years,Carer requests placement ends due to child's behaviour,190,2
2019,Reporting year,National,E92000001,England,Age,1 to 4 years,Change in the status of a placement only,1530,19
2019,Reporting year,National,E92000001,England,Age,1 to 4 years,Change to/Implementation of care plan,3410,43
2019,Reporting year,National,E92000001,England,Age,1 to 4 years,Child requests placement to end,10,k
2019,Reporting year,National,E92000001,England,Age,1 to 4 years,Custody,c,c
2019,Reporting year,National,E92000001,England,Age,1 to 4 years,Other,1850,23
2019,Reporting year,National,E92000001,England,Age,1 to 4 years,Resignation or closure of provision,50,1
2019,Reporting year,National,E92000001,England,Age,1 to 4 years,Responsible/Area authority requests placement to end,160,2
2019,Reporting year,National,E92000001,England,Age,1 to 4 years,Standards of care concern,130,2
2019,Reporting year,National,E92000001,England,Age,10 to 15 years,All Placements,19730,35
2019,Reporting year,National,E92000001,England,Age,10 to 15 years,Allegation (s47),190,1
2019,Reporting year,National,E92000001,England,Age,10 to 15 years,Approval removed,100,1
2019,Reporting year,National,E92000001,England,Age,10 to 15 years,Carer requests placement end other than due to child's behaviour,1320,7
2019,Reporting year,National,E92000001,England,Age,10 to 15 years,Carer requests placement ends due to child's behaviour,3370,17
2019,Reporting year,National,E92000001,England,Age,10 to 15 years,Change in the status of a placement only,3150,16
2019,Reporting year,National,E92000001,England,Age,10 to 15 years,Change to/Implementation of care plan,5400,27
2019,Reporting year,National,E92000001,England,Age,10 to 15 years,Child requests placement to end,820,4
2019,Reporting year,National,E92000001,England,Age,10 to 15 years,Custody,40,k
2019,Reporting year,National,E92000001,England,Age,10 to 15 years,Other,4350,22
2019,Reporting year,National,E92000001,England,Age,10 to 15 years,Resignation or closure of provision,220,1
2019,Reporting year,National,E92000001,England,Age,10 to 15 years,Responsible/Area authority requests placement to end,540,3
2019,Reporting year,National,E92000001,England,Age,10 to 15 years,Standards of care concern,250,1
2019,Reporting year,National,E92000001,England,Age,16 years and over,All Placements,14730,26
2019,Reporting year,National,E92000001,England,Age,16 years and over,Allegation (s47),60,k
2019,Reporting year,National,E92000001,England,Age,16 years and over,Approval removed,60,k
2019,Reporting year,National,E92000001,England,Age,16 years and over,Carer requests placement end other than due to child's behaviour,530,4
2019,Reporting year,National,E92000001,England,Age,16 years and over,Carer requests placement ends due to child's behaviour,2040,14
2019,Reporting year,National,E92000001,England,Age,16 years and over,Change in the status of a placement only,1660,11
2019,Reporting year,National,E92000001,England,Age,16 years and over,Change to/Implementation of care plan,4510,31
2019,Reporting year,National,E92000001,England,Age,16 years and over,Child requests placement to end,1430,10
2019,Reporting year,National,E92000001,England,Age,16 years and over,Custody,110,1
2019,Reporting year,National,E92000001,England,Age,16 years and over,Other,3750,25
2019,Reporting year,National,E92000001,England,Age,16 years and over,Resignation or closure of provision,140,1
2019,Reporting year,National,E92000001,England,Age,16 years and over,Responsible/Area authority requests placement to end,360,2
2019,Reporting year,National,E92000001,England,Age,16 years and over,Standards of care concern,90,1
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,All Placements,8380,15
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Allegation (s47),100,1
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Approval removed,60,1
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Carer requests placement end other than due to child's behaviour,550,7
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Carer requests placement ends due to child's behaviour,720,9
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Change in the status of a placement only,1900,23
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Change to/Implementation of care plan,2730,33
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Child requests placement to end,60,1
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Custody,c,c
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Other,1800,21
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Resignation or closure of provision,60,1
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Responsible/Area authority requests placement to end,250,3
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Standards of care concern,160,2
2019,Reporting year,National,E92000001,England,Age,Total,All Placements,56600,100
2019,Reporting year,National,E92000001,England,Age,Total,Allegation (s47),430,1
2019,Reporting year,National,E92000001,England,Age,Total,Approval removed,300,1
2019,Reporting year,National,E92000001,England,Age,Total,Carer requests placement end other than due to child's behaviour,3030,5
2019,Reporting year,National,E92000001,England,Age,Total,Carer requests placement ends due to child's behaviour,6350,11
2019,Reporting year,National,E92000001,England,Age,Total,Change in the status of a placement only,9150,16
2019,Reporting year,National,E92000001,England,Age,Total,Change to/Implementation of care plan,19020,34
2019,Reporting year,National,E92000001,England,Age,Total,Child requests placement to end,2320,4
2019,Reporting year,National,E92000001,England,Age,Total,Custody,160,k
2019,Reporting year,National,E92000001,England,Age,Total,Other,13230,23
2019,Reporting year,National,E92000001,England,Age,Total,Resignation or closure of provision,510,1
2019,Reporting year,National,E92000001,England,Age,Total,Responsible/Area authority requests placement to end,1440,3
2019,Reporting year,National,E92000001,England,Age,Total,Standards of care concern,670,1
2019,Reporting year,National,E92000001,England,Age,Under 1 year,All Placements,5880,10
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Allegation (s47),20,k
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Approval removed,30,k
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Carer requests placement end other than due to child's behaviour,220,4
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Carer requests placement ends due to child's behaviour,30,k
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Change in the status of a placement only,910,15
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Change to/Implementation of care plan,2970,51
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Child requests placement to end,c,c
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Custody,0,0
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Other,1490,25
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Resignation or closure of provision,30,1
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Responsible/Area authority requests placement to end,130,2
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Standards of care concern,40,1
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,All Placements,35220,62
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Allegation (s47),300,1
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Approval removed,180,k
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Carer requests placement end other than due to child's behaviour,1900,5
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Carer requests placement ends due to child's behaviour,3610,10
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Change in the status of a placement only,6170,18
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Change to/Implementation of care plan,11980,34
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Child requests placement to end,1220,3
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Custody,70,k
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Other,8170,23
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Resignation or closure of provision,300,1
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Responsible/Area authority requests placement to end,880,2
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Standards of care concern,440,1
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,All Placements,1030,2
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Allegation (s47),10,1
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Approval removed,10,1
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Carer requests placement end other than due to child's behaviour,50,5
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Carer requests placement ends due to child's behaviour,140,14
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Change in the status of a placement only,190,18
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Change to/Implementation of care plan,290,28
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Child requests placement to end,20,2
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Custody,c,c
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Other,240,24
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Resignation or closure of provision,30,3
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Responsible/Area authority requests placement to end,30,3
