"","Web.link","URN","Linked.Education.URN","Provision.type","Registration.date","Registration.status","Name","Address.1","Address.2","Town","County","Postcode","Ofsted.region","Government.Office.Region","Local.authority","Parliamentary.constituency","Sector","Places","Short.break.only.children.s.home","Multi.building.children.s.home","Organisation.which.owns.the.provider","Latest.full.inspection.event.type","Latest.full.inspection.date","Latest.full.inspection.publication.date","Latest.full.inspection.event.number","Overall.experiences.and.progress.of.children.and.young.people","Outcomes.in.education.and.related.learning.activities","Health.services","How.well.children.and.young.people.are.helped.and.protected","The.effectiveness.of.leaders.and.managers","X","X.1"
"1475","Ofsted Social Care Provider Webpage","2613483",NA,"Children's home","11/03/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicestershire","Bosworth","Private",5,"","","Compass Childrens Homes Ltd","Full inspection","28/11/2022","10/01/2023",10224985,"Good","","","Good","Good",NA,NA
"1476","Ofsted Social Care Provider Webpage","1256061",NA,"Children's home","24/05/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","North Northamptonshire","Wellingborough","Private",5,"","","Homes 2 inspire","Full inspection","11/01/2023","27/02/2023",10224137,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1477","Ofsted Social Care Provider Webpage","2571031",NA,"Children's home","27/05/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Manchester","Manchester, Gorton","Private",2,"","","Onextra Care Ltd","Full inspection","26/04/2022","08/06/2022",10224723,"Good","","","Good","Good",NA,NA
"1478","Ofsted Social Care Provider Webpage","2571557",NA,"Children's home","16/04/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Medway","Gillingham and Rainham","Local Authority",6,"Short-break-only children's home","","Medway Council","Full inspection","20/06/2022","29/09/2022",10224727,"Good","","","Requires improvement to be good","Good",NA,NA
"1479","Ofsted Social Care Provider Webpage","2571902",NA,"Children's home","24/03/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Durham","Sedgefield","Private",2,"","","ROC Family Support Ltd","Full inspection","14/02/2023","30/03/2023",10224732,"Good","","","Good","Good",NA,NA
"1480","Ofsted Social Care Provider Webpage","2573144",NA,"Children's home","04/05/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Cannock Chase","Private",2,"","","Horizon Care and Education Group Limited","Full inspection","06/01/2022","02/02/2022",10185705,"Good","","","Good","Good",NA,NA
"1481","Ofsted Social Care Provider Webpage","2575788",NA,"Children's home","11/03/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Swindon","North Swindon","Private",3,"","","Park Blue Homes Limited","Full inspection","07/12/2022","24/01/2023",10224746,"Good","","","Good","Good",NA,NA
"1482","Ofsted Social Care Provider Webpage","2576409",NA,"Children's home","13/05/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Staffordshire Moorlands","Private",6,"","","Compass Childrens Homes Ltd","Full inspection","22/02/2022","31/03/2022",10187487,"Outstanding","","","Outstanding","Outstanding",NA,NA
"1483","Ofsted Social Care Provider Webpage","2547967",NA,"Children's home","04/10/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Somerset","Bridgwater and West Somerset","Private",2,"","","Empower Residentials Limited","Full inspection","09/11/2022","03/01/2023",10250751,"Requires improvement to be good","","","Requires improvement to be good","Inadequate",NA,NA
"1484","Ofsted Social Care Provider Webpage","2590942",NA,"Children's home","04/05/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Halifax","Private",2,"","","Restorative Social Care Services Ltd","Full inspection","06/02/2023","23/03/2023",10224821,"Good","","","Good","Good",NA,NA
"1485","Ofsted Social Care Provider Webpage","2591400",NA,"Children's home","06/05/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Oldham","Oldham East and Saddleworth","Private",3,"","","Oasis Adolescent Services Ltd","Full inspection","06/12/2022","23/01/2023",10224823,"Good","","","Good","Outstanding",NA,NA
"1486","Ofsted Social Care Provider Webpage","2591431",NA,"Children's home","20/07/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Essex","Clacton","Private",8,"","","Compass Childrens Homes Ltd","Full inspection","01/12/2022","17/01/2023",10224824,"Good","","","Good","Good",NA,NA
"1487","Ofsted Social Care Provider Webpage","2591471",NA,"Children's home","12/11/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Sunderland","Sunderland Central","Private",2,"","","HMO NE LTD","Full inspection","05/07/2022","19/08/2022",10224825,"Good","","","Good","Good",NA,NA
"1488","Ofsted Social Care Provider Webpage","2591499",NA,"Children's home","03/11/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","East Riding of Yorkshire","Brigg and Goole","Private",3,"","","Vcare - 24 Limited","Full inspection","19/07/2022","21/09/2022",10224827,"Good","","","Good","Good",NA,NA
"1489","Ofsted Social Care Provider Webpage","2592531",NA,"Children's home","01/07/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Somerset","Bridgwater and West Somerset","Private",3,"","","1848 Ltd","Full inspection","11/01/2022","23/02/2022",10187524,"Good","","","Good","Good",NA,NA
"1490","Ofsted Social Care Provider Webpage","2652672",NA,"Children's home","14/12/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicestershire","South Leicestershire","Private",2,"","","Bess Solutions Limited","Full inspection","24/05/2022","05/07/2022",10225236,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1491","Ofsted Social Care Provider Webpage","2654084",NA,"Children's home","22/11/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Bradford South","Private",1,"","","Hexagon Care Services Ltd","Full inspection","25/05/2022","18/07/2022",10225242,"Good","","","Good","Good",NA,NA
"1492","Ofsted Social Care Provider Webpage","2654867",NA,"Children's home","11/11/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Newham","West Ham","Private",4,"","","Kennedy And Elliott Partnership LLP","Full inspection","10/05/2022","16/06/2022",10225246,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1493","Ofsted Social Care Provider Webpage","SC372613",NA,"Children's home","02/07/2008","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Shropshire","Shrewsbury and Atcham","Private",3,"","","Bryn Melyn Care Limited","Full inspection","21/02/2023","11/04/2023",10223090,"Good","","","Good","Good",NA,NA
"1494","Ofsted Social Care Provider Webpage","SC483662",NA,"Children's home","06/02/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Dudley","Stourbridge","Private",6,"Short-break-only children's home","","CareTech Community Services Limited","Full inspection","11/01/2023","28/02/2023",10223781,"Good","","","Good","Good",NA,NA
"1495","Ofsted Social Care Provider Webpage","SC483710",NA,"Children's home","18/02/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","Erewash","Private",3,"","","Horizon Care and Education Group Limited","Full inspection","11/01/2023","21/02/2023",10223784,"Good","","","Good","Good",NA,NA
"1496","Ofsted Social Care Provider Webpage","SC483846",NA,"Children's home","12/10/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Chorley","Private",5,"","","Cambian Childcare Ltd","Full inspection","26/04/2022","10/06/2022",10223788,"Requires improvement to be good","","","Good","Good",NA,NA
"1497","Ofsted Social Care Provider Webpage","SC486398",NA,"Children's home","14/05/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicestershire","Harborough","Private",4,"","","Inspirations Leicestershire LTD","Full inspection","26/07/2022","07/09/2022",10223811,"Good","","","Good","Good",NA,NA
"1498","Ofsted Social Care Provider Webpage","SC487702",NA,"Children's home","28/09/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Suffolk","Ipswich","Private",3,"","","Fonjock's Social Work Practice","Full inspection","05/12/2022","12/01/2023",10223819,"Outstanding","","","Outstanding","Outstanding",NA,NA
"1499","Ofsted Social Care Provider Webpage","2620366",NA,"Children's home","22/10/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Perry Barr","Private",1,"","","Cambian Childcare Ltd","Full inspection","21/09/2022","27/10/2022",10225032,"Outstanding","","","Outstanding","Outstanding",NA,NA
"1500","Ofsted Social Care Provider Webpage","2620992",NA,"Children's home","24/03/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Edgbaston","Private",3,"","","Stepping Stones Care (Midlands) Limited","Full inspection","11/10/2022","28/11/2022",10225037,"Good","","","Good","Good",NA,NA
"1501","Ofsted Social Care Provider Webpage","SC431807",NA,"Children's home","28/07/2011","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Wokingham","Reading East","Private",5,"","","SWAAY Child & Adolescent Services Ltd","Full inspection","18/10/2022","07/12/2022",10247913,"Good","","","Good","Good",NA,NA
"1502","Ofsted Social Care Provider Webpage","SC486879",NA,"Children's home","21/07/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","East Sussex","Wealden","Private",5,"","","PJL Healthcare Limited","Full inspection","17/01/2023","03/03/2023",10223815,"Outstanding","","","Outstanding","Outstanding",NA,NA
"1503","Ofsted Social Care Provider Webpage","SC487488",NA,"Children's home","12/05/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Halton","Halton","Private",1,"","","Keys Child Care Ltd","Full inspection","06/12/2022","30/01/2023",10223817,"Good","","","Good","Requires improvement to be good",NA,NA
"1504","Ofsted Social Care Provider Webpage","SC488596",NA,"Children's home","15/04/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derby","Derby South","Local Authority",5,"","","Derby City Council","Full inspection","25/07/2022","17/10/2022",10223825,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1505","Ofsted Social Care Provider Webpage","SC391464",NA,"Children's home","30/03/2009","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Central Bedfordshire","North East Bedfordshire","Local Authority",8,"","","Central Bedfordshire Council","Full inspection","25/07/2022","21/09/2022",10223164,"Good","","","Good","Good",NA,NA
"1506","Ofsted Social Care Provider Webpage","SC392492",NA,"Children's home","24/04/2009","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Hall Green","Private",4,"","","DMR Services Ltd","Full inspection","17/01/2023","17/02/2023",10223170,"Good","","","Good","Good",NA,NA
"1507","Ofsted Social Care Provider Webpage","SC393567",NA,"Children's home","19/06/2009","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Hampshire","New Forest West","Private",5,"","","Aspris Children's Services Limited","Full inspection","14/03/2023","28/04/2023",10223173,"Good","","","Good","Good",NA,NA
"1508","Ofsted Social Care Provider Webpage","SC037657",NA,"Children's home","27/11/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Knowsley","Knowsley","Local Authority",3,"","","Knowsley Metropolitan Borough Council","Full inspection","05/04/2022","18/05/2022",10222722,"Good","","","Good","Good",NA,NA
"1509","Ofsted Social Care Provider Webpage","SC044276",NA,"Children's home","17/06/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Liverpool","Liverpool, Wavertree","Private",6,"","","Carehome Limited","Full inspection","08/03/2023","25/04/2023",10222795,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1510","Ofsted Social Care Provider Webpage","SC356327",NA,"Children's home","03/07/2007","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Staffordshire Moorlands","Private",3,"","","Oracle Care Limited","Full inspection","31/01/2023","16/03/2023",10223021,"Outstanding","","","Outstanding","Outstanding",NA,NA
"1511","Ofsted Social Care Provider Webpage","SC357133",NA,"Children's home","27/03/2007","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Stockport","Denton and Reddish","Private",3,"","","Social Care Services (Clayton) Limited","Full inspection","08/11/2022","19/12/2022",10223031,"Good","","","Good","Good",NA,NA
"1512","Ofsted Social Care Provider Webpage","SC472680",NA,"Children's home","31/01/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Manchester","Manchester, Gorton","Private",5,"","","New Horizons (Stockport) Ltd","Full inspection","05/07/2022","18/08/2022",10223637,"Good","","","Good","Good",NA,NA
"1513","Ofsted Social Care Provider Webpage","SC473891",NA,"Children's home","28/03/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","North Thanet","Private",2,"","","Pilgrims Corner Limited","Full inspection","16/02/2022","25/05/2022",10185763,"Good","","","Good","Good",NA,NA
"1514","Ofsted Social Care Provider Webpage","SC474543",NA,"Children's home","26/02/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Bromley","Orpington","Health Authority",12,"Short-break-only children's home","","Bromley Healthcare Community Interest Company","Full inspection","24/01/2023","27/03/2023",10223654,"Good","","","Good","Good",NA,NA
"1515","Ofsted Social Care Provider Webpage","SC475703",NA,"Children's home","08/05/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","North Yorkshire","Skipton and Ripon","Private",8,"","","Witherslack Group Ltd","Full inspection","18/05/2022","01/07/2022",10223664,"Good","","","Good","Good",NA,NA
"1516","Ofsted Social Care Provider Webpage","SC475706",NA,"Children's home","28/05/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Durham","North West Durham","Private",7,"","","Witherslack Group Ltd","Full inspection","08/03/2023","25/04/2023",10223665,"Good","","","Good","Outstanding",NA,NA
"1517","Ofsted Social Care Provider Webpage","SC476008",NA,"Children's home","28/02/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cheshire East","Macclesfield","Private",3,"","","Footsteps A Path To Change 08 Ltd","Full inspection","22/06/2022","10/08/2022",10223672,"Good","","","Good","Good",NA,NA
"1518","Ofsted Social Care Provider Webpage","SC476249",NA,"Children's home","30/06/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Warwickshire","North Warwickshire","Private",5,"","","Cambian Childcare Ltd","Full inspection","12/10/2022","23/11/2022",10223676,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1519","Ofsted Social Care Provider Webpage","SC476252",NA,"Children's home","09/03/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Shropshire","North Shropshire","Private",3,"","","Cambian Childcare Ltd","Full inspection","07/09/2022","23/02/2023",10243853,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1520","Ofsted Social Care Provider Webpage","SC063895",NA,"Children's home","28/04/2005","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottinghamshire","Sherwood","Private",4,"","","Castle Homes Care Limited","Full inspection","01/03/2023","12/04/2023",10222901,"Outstanding","","","Outstanding","Outstanding",NA,NA
"1521","Ofsted Social Care Provider Webpage","SC406638",NA,"Children's home","18/02/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Waltham Forest","Walthamstow","Private",3,"","","Winsbeach Children's Home Limited","Full inspection","15/02/2023","13/04/2023",10223236,"Good","","","Good","Good",NA,NA
"1522","Ofsted Social Care Provider Webpage","SC407790",NA,"Children's home","24/03/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Southampton","Southampton, Test","Private",5,"","","Aspris Children's Services Limited","Full inspection","04/01/2023","09/02/2023",10223242,"Good","","","Good","Good",NA,NA
"1523","Ofsted Social Care Provider Webpage","SC409738",NA,"Children's home","21/06/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Knowsley","Knowsley","Voluntary",4,"","","New Start","Full inspection","21/09/2022","10/11/2022",10223254,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1524","Ofsted Social Care Provider Webpage","SC410537",NA,"Children's home","29/06/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Yardley","Private",3,"","","Positive Pathways Limited","Full inspection","09/08/2022","27/09/2022",10223257,"Good","","","Good","Good",NA,NA
"1525","Ofsted Social Care Provider Webpage","SC410545",NA,"Children's home","28/07/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Erdington","Private",2,"","","Positive Pathways Limited","Full inspection","09/08/2022","23/09/2022",10223259,"Good","","","Good","Requires improvement to be good",NA,NA
"1526","Ofsted Social Care Provider Webpage","SC411825",NA,"Children's home","17/06/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Wigan","Leigh","Private",2,"","","Inspire Childrens Services Limited","Full inspection","23/08/2022","06/10/2022",10223265,"Good","","","Good","Requires improvement to be good",NA,NA
"1527","Ofsted Social Care Provider Webpage","SC064530",NA,"Children's home","21/11/2005","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Oldham","Oldham East and Saddleworth","Private",2,"","","Time-Out Childrens Homes Limited","Full inspection","02/11/2022","09/12/2022",10222914,"Good","","","Requires improvement to be good","Good",NA,NA
"1528","Ofsted Social Care Provider Webpage","SC065046",NA,"Children's home","16/09/2005","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Bournemouth, Christchurch & Poole","Bournemouth East","Private",3,"","","Beaufort care Group","Full inspection","30/01/2023","10/03/2023",10265534,"Good","","","Good","Requires improvement to be good",NA,NA
"1529","Ofsted Social Care Provider Webpage","1241855",NA,"Children's home","27/01/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Northfield","Private",4,"","","Meadows Care Limited","Full inspection","28/02/2023","17/04/2023",10224017,"Good","","","Good","Good",NA,NA
"1530","Ofsted Social Care Provider Webpage","1244108",NA,"Children's home","20/06/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","Gravesham","Private",3,"","","Bay Tree House (gravesend) Limited","Full inspection","10/01/2023","16/02/2023",10224026,"Good","","","Good","Good",NA,NA
"1531","Ofsted Social Care Provider Webpage","1244350",NA,"Children's home","24/11/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Hodge Hill","Private",3,"","","Haven Care Group Ltd","Full inspection","16/08/2022","28/09/2022",10224034,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1532","Ofsted Social Care Provider Webpage","1247491",NA,"Children's home","01/12/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Liverpool","Liverpool, Walton","Private",4,"","","Keys Group Progressive Care & Education Limited","Full inspection","14/12/2022","09/02/2023",10224057,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1533","Ofsted Social Care Provider Webpage","1247670",NA,"Children's home","20/12/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cumbria","Workington","Private",5,"Short-break-only children's home","","West Cumbria Care and Support","Full inspection","25/01/2023","17/03/2023",10259279,"Good","","","Good","Good",NA,NA
"1534","Ofsted Social Care Provider Webpage","1247773",NA,"Children's home","30/11/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Manchester","Manchester Central","Private",5,"","","Keys Group Progressive Care & Education Limited","Full inspection","19/01/2022","03/03/2022",10185160,"Good","","","Good","Good",NA,NA
"1535","Ofsted Social Care Provider Webpage","1248071",NA,"Children's home","03/01/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Plymouth","Plymouth, Sutton and Devonport","Private",2,"","","South West Childcare Services","Full inspection","19/07/2022","05/09/2022",10224066,"Good","","","Good","Good",NA,NA
"1536","Ofsted Social Care Provider Webpage","1248509",NA,"Children's home","24/04/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","North Northamptonshire","Wellingborough","Private",2,"","","Good News Nwk Ltd","Full inspection","24/01/2023","28/02/2023",10224067,"Outstanding","","","Outstanding","Outstanding",NA,NA
"1537","Ofsted Social Care Provider Webpage","1249123",NA,"Children's home","15/05/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cumbria","Penrith and The Border","Private",6,"","","Reflexion Care Group Limited","Full inspection","15/03/2022","03/05/2022",10185525,"Outstanding","","","Outstanding","Outstanding",NA,NA
"1538","Ofsted Social Care Provider Webpage","2571630",NA,"Children's home","19/12/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Barnet","Chipping Barnet","Private",3,"","","Aspire 2 Be Ltd","Full inspection","11/01/2023","17/02/2023",10224728,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1539","Ofsted Social Care Provider Webpage","2573447",NA,"Children's home","23/07/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Bradford South","Private",2,"","","Midas Manors Ltd","Full inspection","25/10/2022","09/12/2022",10224738,"Good","","","Good","Good",NA,NA
"1540","Ofsted Social Care Provider Webpage","2574119",NA,"Children's home","19/02/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cumbria","Westmorland and Lonsdale","Local Authority",4,"","","Cumberland Council","Full inspection","13/03/2023","25/04/2023",10224740,"Good","","","Good","Good",NA,NA
"1541","Ofsted Social Care Provider Webpage","2580899",NA,"Children's home","05/05/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Redcar and Cleveland","Redcar","Private",5,"","","Josh's Place Limited","Full inspection","18/05/2022","05/07/2022",10224762,"Good","","","Good","Good",NA,NA
"1542","Ofsted Social Care Provider Webpage","2582248",NA,"Children's home","04/03/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Bury","Bury North","Private",2,"","","Sandcastle Care Ltd","Full inspection","28/02/2023","11/04/2023",10224769,"Good","","","Good","Good",NA,NA
"1543","Ofsted Social Care Provider Webpage","2641682",NA,"Children's home","23/08/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","Ashford","Voluntary",4,"","","Institute of Integrated Systemic Therapy","Full inspection","07/02/2023","20/03/2023",10225166,"Good","","","Good","Requires improvement to be good",NA,NA
"1544","Ofsted Social Care Provider Webpage","2642423",NA,"Children's home","19/06/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cumbria","Penrith and The Border","Private",3,"","","Radical Services Limited","Full inspection","07/03/2023","18/04/2023",10225174,"Good","","","Good","Good",NA,NA
"1545","Ofsted Social Care Provider Webpage","2642842",NA,"Children's home","24/06/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Somerset","Taunton Deane","Private",3,"","","Five Rivers Child Care Limited","Full inspection","07/03/2023","25/04/2023",10225178,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1546","Ofsted Social Care Provider Webpage","2701417",NA,"Children's home","01/09/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Doncaster","Don Valley","Local Authority",8,"Short-break-only children's home","","Doncaster Metropolitan Borough Council","Full inspection","13/12/2022","31/01/2023",10253967,"Good","","","Requires improvement to be good","Good",NA,NA
"1547","Ofsted Social Care Provider Webpage","1271182",NA,"Children's home","07/06/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Essex","Saffron Walden","Private",5,"","","Step Up Children and Family Services Ltd","Full inspection","27/07/2022","07/10/2022",10224262,"Good","","","Good","Good",NA,NA
"1548","Ofsted Social Care Provider Webpage","SC396186",NA,"Children's home","03/07/2009","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","West Northamptonshire","Northampton North","Private",5,"","","Living Life (UK) Limited","Full inspection","14/02/2023","29/03/2023",10223183,"Good","","","Good","Requires improvement to be good",NA,NA
"1549","Ofsted Social Care Provider Webpage","SC397933",NA,"Children's home","30/07/2009","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Telford and Wrekin","Telford","Private",2,"","","Cove Care Residential Limited","Full inspection","08/06/2022","29/07/2022",10223191,"Good","","","Requires improvement to be good","Good",NA,NA
"1550","Ofsted Social Care Provider Webpage","SC399866",NA,"Children's home","10/09/2009","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Isle of Wight","Isle of Wight","Private",4,"","","Island Choices Ltd","Full inspection","04/11/2021","29/12/2021",10186093,"Good","","","Good","Good",NA,NA
"1551","Ofsted Social Care Provider Webpage","1280210",NA,"Children's home","02/08/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Cannock Chase","Private",2,"","","First Blue Healthcare Limited","Full inspection","17/05/2022","01/07/2022",10224334,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"1552","Ofsted Social Care Provider Webpage","1280412",NA,"Children's home","25/06/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Wigan","Leigh","Private",4,"","","Apex Childrens Services Ltd","Full inspection","12/04/2022","31/05/2022",10224337,"Good","","","Good","Good",NA,NA
