time_period,time_identifier,geographic_level,country_code,country_name,care_leaver_age,cla_group,characteristic,activity_type,number,percentage
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,"Total Black, African, Caribbean or Black British","Not in education, employment or training",290,16
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,"Total Black, African, Caribbean or Black British",Total care leavers,1780,100
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total ethnicity,Education other than higher education,5800,49
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total ethnicity,Higher education i.e. studies beyond A level,430,4
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total ethnicity,In an apprenticeship,230,2
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total ethnicity,In training or employment,z,z
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total ethnicity,In training or employment (excl. apprenticeship),1530,13
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total ethnicity,Information not known,590,5
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total ethnicity,"Not in education, employment or training",3310,28
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total ethnicity,Total care leavers,11880,100
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,Education other than higher education,340,38
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,Higher education i.e. studies beyond A level,40,4
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,In an apprenticeship,20,2
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment,z,z
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment (excl. apprenticeship),120,13
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,Information not known,40,4
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,"Not in education, employment or training",340,38
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,Total care leavers,890,100
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,Education other than higher education,850,69
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,Higher education i.e. studies beyond A level,40,3
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,In an apprenticeship,10,k
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,In training or employment,z,z
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,In training or employment (excl. apprenticeship),100,8
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,Information not known,60,5
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,"Not in education, employment or training",180,14
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,Total care leavers,1240,100
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,Education other than higher education,20,64
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,Higher education i.e. studies beyond A level,0,0
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,In an apprenticeship,0,0
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,In training or employment,z,z
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,In training or employment (excl. apprenticeship),c,c
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,Information not known,c,c
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,"Not in education, employment or training",c,c
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,Total care leavers,30,100
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,Education other than higher education,2750,40
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,Higher education i.e. studies beyond A level,220,3
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,In an apprenticeship,190,3
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,In training or employment,z,z
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,In training or employment (excl. apprenticeship),1060,15
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,Information not known,340,5
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,"Not in education, employment or training",2340,34
2022,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,Total care leavers,6890,100
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,Education other than higher education,440,42
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,Higher education i.e. studies beyond A level,90,8
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,In an apprenticeship,10,1
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,In training or employment,z,z
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,In training or employment (excl. apprenticeship),190,18
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,Information not known,70,7
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,"Not in education, employment or training",240,23
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,Total care leavers,1030,100
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",Education other than higher education,1030,54
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",Higher education i.e. studies beyond A level,130,7
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",In an apprenticeship,20,1
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment,z,z
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment (excl. apprenticeship),240,12
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",Information not known,80,4
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British","Not in education, employment or training",420,22
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",Total care leavers,1920,100
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,Education other than higher education,3830,33
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,Higher education i.e. studies beyond A level,670,6
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,In an apprenticeship,220,2
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,In training or employment,z,z
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,In training or employment (excl. apprenticeship),2310,20
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,Information not known,580,5
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,"Not in education, employment or training",4010,35
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,Total care leavers,11620,100
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,Education other than higher education,170,20
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,Higher education i.e. studies beyond A level,70,8
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,In an apprenticeship,20,3
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment,z,z
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment (excl. apprenticeship),180,21
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,Information not known,40,5
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,"Not in education, employment or training",370,43
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,Total care leavers,840,100
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,Education other than higher education,690,55
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,Higher education i.e. studies beyond A level,40,3
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,In an apprenticeship,10,1
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,In training or employment,z,z
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,In training or employment (excl. apprenticeship),180,14
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,Information not known,70,5
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,"Not in education, employment or training",280,22
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,Total care leavers,1260,100
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,Education other than higher education,10,63
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,Higher education i.e. studies beyond A level,0,0
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,In an apprenticeship,0,0
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,In training or employment,z,z
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,In training or employment (excl. apprenticeship),0,0
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,Information not known,c,c
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,"Not in education, employment or training",c,c
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,Total care leavers,20,100
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,Education other than higher education,1500,23
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,Higher education i.e. studies beyond A level,350,5
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,In an apprenticeship,150,2
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,In training or employment,z,z
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,In training or employment (excl. apprenticeship),1530,23
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,Information not known,320,5
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,"Not in education, employment or training",2710,41
2022,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,Total care leavers,6550,100
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,Education other than higher education,860,29
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,Higher education i.e. studies beyond A level,300,10
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,In an apprenticeship,30,1
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,In training or employment,z,z
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,In training or employment (excl. apprenticeship),710,23
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,Information not known,320,10
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,"Not in education, employment or training",810,27
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,Total care leavers,3020,100
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Education other than higher education,2210,42
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Higher education i.e. studies beyond A level,430,8
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In an apprenticeship,60,1
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment,z,z
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment (excl. apprenticeship),1010,19
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Information not known,240,5
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British","Not in education, employment or training",1270,24
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Total care leavers,5220,100
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,Education other than higher education,7670,23
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,Higher education i.e. studies beyond A level,2230,7
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,In an apprenticeship,550,2
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,In training or employment,z,z
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,In training or employment (excl. apprenticeship),8160,24
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,Information not known,2320,7
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,"Not in education, employment or training",12640,38
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,Total care leavers,33570,100
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Education other than higher education,360,15
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Higher education i.e. studies beyond A level,210,9
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In an apprenticeship,60,2
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment,z,z
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment (excl. apprenticeship),580,24
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Information not known,170,7
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,"Not in education, employment or training",1040,43
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Total care leavers,2420,100
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,Education other than higher education,1280,37
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,Higher education i.e. studies beyond A level,140,4
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,In an apprenticeship,20,1
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,In training or employment,z,z
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,In training or employment (excl. apprenticeship),790,23
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,Information not known,290,8
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,"Not in education, employment or training",940,27
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,Total care leavers,3460,100
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,Education other than higher education,20,45
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,Higher education i.e. studies beyond A level,0,0
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,In an apprenticeship,0,0
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,In training or employment,z,z
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,In training or employment (excl. apprenticeship),10,14
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,Information not known,10,20
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,"Not in education, employment or training",10,20
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,Total care leavers,50,100
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,Education other than higher education,2930,15
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,Higher education i.e. studies beyond A level,1150,6
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,In an apprenticeship,390,2
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,In training or employment,z,z
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,In training or employment (excl. apprenticeship),5060,26
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,Information not known,1290,7
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,"Not in education, employment or training",8580,44
2022,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,Total care leavers,19400,100
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,Education other than higher education,260,26
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,Higher education i.e. studies beyond A level,110,11
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,In an apprenticeship,10,1
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,In training or employment,z,z
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,In training or employment (excl. apprenticeship),250,25
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,Information not known,90,9
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,"Not in education, employment or training",290,29
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,Total care leavers,1020,100
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",Education other than higher education,770,43
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",Higher education i.e. studies beyond A level,140,8
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",In an apprenticeship,20,1
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment,z,z
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment (excl. apprenticeship),360,20
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",Information not known,60,3
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British","Not in education, employment or training",450,25
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",Total care leavers,1790,100
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,Education other than higher education,2420,22
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,Higher education i.e. studies beyond A level,750,7
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,In an apprenticeship,190,2
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,In training or employment,z,z
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,In training or employment (excl. apprenticeship),2810,25
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,Information not known,690,6
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,"Not in education, employment or training",4370,39
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,Total care leavers,11240,100
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,Education other than higher education,130,15
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,Higher education i.e. studies beyond A level,70,8
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,In an apprenticeship,20,2
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment,z,z
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment (excl. apprenticeship),190,23
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,Information not known,60,7
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,"Not in education, employment or training",380,45
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,Total care leavers,850,100
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,Education other than higher education,410,35
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,Higher education i.e. studies beyond A level,60,5
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,In an apprenticeship,10,1
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,In training or employment,z,z
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,In training or employment (excl. apprenticeship),280,23
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,Information not known,90,7
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,"Not in education, employment or training",350,29
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,Total care leavers,1190,100
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,Education other than higher education,10,35
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,Higher education i.e. studies beyond A level,0,0
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,In an apprenticeship,0,0
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,In training or employment,z,z
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,In training or employment (excl. apprenticeship),c,c
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,Information not known,c,c
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,"Not in education, employment or training",10,30
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,Total care leavers,20,100
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,Education other than higher education,850,13
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,Higher education i.e. studies beyond A level,380,6
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,In an apprenticeship,130,2
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,In training or employment,z,z
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,In training or employment (excl. apprenticeship),1720,27
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,Information not known,390,6
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,"Not in education, employment or training",2900,45
2022,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,Total care leavers,6370,100
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,Education other than higher education,160,17
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,Higher education i.e. studies beyond A level,100,10
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,In an apprenticeship,10,1
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,In training or employment,z,z
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,In training or employment (excl. apprenticeship),270,28
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,Information not known,150,16
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,"Not in education, employment or training",270,28
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,Total care leavers,960,100
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Education other than higher education,410,27
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Higher education i.e. studies beyond A level,160,11
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In an apprenticeship,10,1
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment,z,z
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment (excl. apprenticeship),420,28
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Information not known,100,7
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British","Not in education, employment or training",400,27
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Total care leavers,1510,100
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,Education other than higher education,1410,13
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,Higher education i.e. studies beyond A level,800,8
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,In an apprenticeship,140,1
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,In training or employment,z,z
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,In training or employment (excl. apprenticeship),3040,28
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,Information not known,1060,10
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,"Not in education, employment or training",4260,40
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,Total care leavers,10710,100
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Education other than higher education,70,9
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Higher education i.e. studies beyond A level,70,10
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In an apprenticeship,10,2
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment,z,z
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment (excl. apprenticeship),210,29
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Information not known,80,10
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,"Not in education, employment or training",290,40
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Total care leavers,730,100
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,Education other than higher education,180,18
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,Higher education i.e. studies beyond A level,40,4
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,In an apprenticeship,c,c
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,In training or employment,z,z
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,In training or employment (excl. apprenticeship),340,33
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,Information not known,140,13
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,"Not in education, employment or training",310,31
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,Total care leavers,1010,100
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,Education other than higher education,c,c
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,Higher education i.e. studies beyond A level,0,0
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,In an apprenticeship,0,0
2022,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,In training or employment,z,z
