time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percent
2021,Reporting year,National,E92000001,England,Gender,Total,Change in the status of a placement only,10090,19
2021,Reporting year,National,E92000001,England,Gender,Total,Change to/Implementation of care plan,18690,35
2021,Reporting year,National,E92000001,England,Gender,Total,Child requests placement to end,2040,4
2021,Reporting year,National,E92000001,England,Gender,Total,Custody,200,k
2021,Reporting year,National,E92000001,England,Gender,Total,Other,11950,22
2021,Reporting year,National,E92000001,England,Gender,Total,Resignation or closure of provision,390,1
2021,Reporting year,National,E92000001,England,Gender,Total,Responsible/Area authority requests placement to end,780,1
2021,Reporting year,National,E92000001,England,Gender,Total,Standards of care concern,610,1
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,All Placements,34040,63
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Allegation (s47),440,1
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Approval removed,190,1
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement end other than due to child's behaviour,2320,7
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement ends due to child's behaviour,3300,10
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Change in the status of a placement only,7410,22
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Change to/Implementation of care plan,11600,34
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Child requests placement to end,1040,3
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Custody,30,k
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Other,6790,20
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Resignation or closure of provision,180,1
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Responsible/Area authority requests placement to end,390,1
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Standards of care concern,350,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements,All Placements,1590,3
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Allegation (s47),10,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Approval removed,10,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement end other than due to child's behaviour,50,3
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement ends due to child's behaviour,60,4
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Change in the status of a placement only,580,37
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Change to/Implementation of care plan,460,29
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Child requests placement to end,50,3
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Custody,c,c
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Other,340,21
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Resignation or closure of provision,c,c
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Responsible/Area authority requests placement to end,20,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Standards of care concern,10,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,All Placements,2070,4
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Allegation (s47),c,c
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Approval removed,c,c
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement end other than due to child's behaviour,60,3
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement ends due to child's behaviour,230,11
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change in the status of a placement only,130,6
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change to/Implementation of care plan,660,32
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Child requests placement to end,220,10
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Custody,20,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Other,680,33
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Resignation or closure of provision,30,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Responsible/Area authority requests placement to end,30,2
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Standards of care concern,c,c
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,All Placements,2790,5
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Allegation (s47),20,1
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Approval removed,30,1
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement end other than due to child's behaviour,80,3
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement ends due to child's behaviour,110,4
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Change in the status of a placement only,220,8
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Change to/Implementation of care plan,1320,47
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Child requests placement to end,30,1
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Custody,50,2
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Other,860,31
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Resignation or closure of provision,20,1
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Responsible/Area authority requests placement to end,40,1
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Standards of care concern,30,1
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,All Placements,440,1
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Allegation (s47),0,0
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Approval removed,0,0
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Carer requests placement end other than due to child's behaviour,40,8
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Carer requests placement ends due to child's behaviour,10,3
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Change in the status of a placement only,150,34
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Change to/Implementation of care plan,170,40
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Child requests placement to end,0,0
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Custody,0,0
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Other,60,14
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Resignation or closure of provision,c,c
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Responsible/Area authority requests placement to end,c,c
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Standards of care concern,c,c
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,All Placements,3410,6
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Allegation (s47),50,1
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Approval removed,60,2
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Carer requests placement end other than due to child's behaviour,40,1
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Carer requests placement ends due to child's behaviour,100,3
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Change in the status of a placement only,990,29
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Change to/Implementation of care plan,1160,34
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Child requests placement to end,130,4
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Custody,10,k
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Other,660,19
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Resignation or closure of provision,c,c
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Responsible/Area authority requests placement to end,90,3
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Standards of care concern,130,4
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,All Placements,30,k
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Allegation (s47),0,0
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Approval removed,0,0
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Carer requests placement end other than due to child's behaviour,0,0
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Carer requests placement ends due to child's behaviour,c,c
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Change in the status of a placement only,c,c
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Change to/Implementation of care plan,10,22
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Child requests placement to end,c,c
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Custody,0,0
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Other,20,47
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Resignation or closure of provision,0,0
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Responsible/Area authority requests placement to end,c,c
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Standards of care concern,0,0
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",All Placements,9450,18
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Allegation (s47),50,1
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Approval removed,30,k
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Carer requests placement end other than due to child's behaviour,360,4
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Carer requests placement ends due to child's behaviour,1440,15
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Change in the status of a placement only,600,6
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Change to/Implementation of care plan,3300,35
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Child requests placement to end,580,6
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Custody,90,1
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Other,2560,27
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Resignation or closure of provision,150,2
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Responsible/Area authority requests placement to end,210,2
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Standards of care concern,100,1
2021,Reporting year,National,E92000001,England,Placement type,Total,All Placements,53830,100
2021,Reporting year,National,E92000001,England,Placement type,Total,Allegation (s47),570,1
2021,Reporting year,National,E92000001,England,Placement type,Total,Approval removed,320,1
2021,Reporting year,National,E92000001,England,Placement type,Total,Carer requests placement end other than due to child's behaviour,2940,5
2021,Reporting year,National,E92000001,England,Placement type,Total,Carer requests placement ends due to child's behaviour,5250,10
2021,Reporting year,National,E92000001,England,Placement type,Total,Change in the status of a placement only,10090,19
2021,Reporting year,National,E92000001,England,Placement type,Total,Change to/Implementation of care plan,18690,35
2021,Reporting year,National,E92000001,England,Placement type,Total,Child requests placement to end,2040,4
2021,Reporting year,National,E92000001,England,Placement type,Total,Custody,200,k
2021,Reporting year,National,E92000001,England,Placement type,Total,Other,11950,22
2021,Reporting year,National,E92000001,England,Placement type,Total,Resignation or closure of provision,390,1
2021,Reporting year,National,E92000001,England,Placement type,Total,Responsible/Area authority requests placement to end,780,1
2021,Reporting year,National,E92000001,England,Placement type,Total,Standards of care concern,610,1
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,All Placements,8300,14
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Allegation (s47),80,1
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Approval removed,60,1
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Carer requests placement end other than due to child's behaviour,470,6
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Carer requests placement ends due to child's behaviour,230,3
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Change in the status of a placement only,1740,21
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Change to/Implementation of care plan,3640,44
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Child requests placement to end,10,k
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Custody,c,c
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Other,1810,22
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Resignation or closure of provision,30,k
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Responsible/Area authority requests placement to end,120,1
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Standards of care concern,120,1
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,All Placements,20560,35
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Allegation (s47),210,1
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Approval removed,100,k
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Carer requests placement end other than due to child's behaviour,1290,6
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Carer requests placement ends due to child's behaviour,3350,16
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Change in the status of a placement only,3610,18
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Change to/Implementation of care plan,5500,27
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Child requests placement to end,820,4
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Custody,50,k
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Other,4850,24
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Resignation or closure of provision,140,1
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Responsible/Area authority requests placement to end,400,2
2020,Reporting year,National,E92000001,England,Age,10 to 15 years,Standards of care concern,230,1
2020,Reporting year,National,E92000001,England,Age,16 years and over,All Placements,15160,26
2020,Reporting year,National,E92000001,England,Age,16 years and over,Allegation (s47),50,k
2020,Reporting year,National,E92000001,England,Age,16 years and over,Approval removed,50,k
2020,Reporting year,National,E92000001,England,Age,16 years and over,Carer requests placement end other than due to child's behaviour,530,4
2020,Reporting year,National,E92000001,England,Age,16 years and over,Carer requests placement ends due to child's behaviour,1920,13
2020,Reporting year,National,E92000001,England,Age,16 years and over,Change in the status of a placement only,1610,11
2020,Reporting year,National,E92000001,England,Age,16 years and over,Change to/Implementation of care plan,4770,31
2020,Reporting year,National,E92000001,England,Age,16 years and over,Child requests placement to end,1470,10
2020,Reporting year,National,E92000001,England,Age,16 years and over,Custody,140,1
2020,Reporting year,National,E92000001,England,Age,16 years and over,Other,4110,27
2020,Reporting year,National,E92000001,England,Age,16 years and over,Resignation or closure of provision,100,1
2020,Reporting year,National,E92000001,England,Age,16 years and over,Responsible/Area authority requests placement to end,310,2
2020,Reporting year,National,E92000001,England,Age,16 years and over,Standards of care concern,100,1
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,All Placements,8490,15
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Allegation (s47),130,1
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Approval removed,60,1
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Carer requests placement end other than due to child's behaviour,560,7
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Carer requests placement ends due to child's behaviour,750,9
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Change in the status of a placement only,2100,25
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Change to/Implementation of care plan,2690,32
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Child requests placement to end,40,1
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Custody,c,c
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Other,1850,22
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Resignation or closure of provision,60,1
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Responsible/Area authority requests placement to end,140,2
2020,Reporting year,National,E92000001,England,Age,5 to 9 years,Standards of care concern,120,1
2020,Reporting year,National,E92000001,England,Age,Total,All Placements,58260,100
2020,Reporting year,National,E92000001,England,Age,Total,Allegation (s47),490,1
2020,Reporting year,National,E92000001,England,Age,Total,Approval removed,290,k
2020,Reporting year,National,E92000001,England,Age,Total,Carer requests placement end other than due to child's behaviour,3090,5
2020,Reporting year,National,E92000001,England,Age,Total,Carer requests placement ends due to child's behaviour,6290,11
2020,Reporting year,National,E92000001,England,Age,Total,Change in the status of a placement only,9970,17
2020,Reporting year,National,E92000001,England,Age,Total,Change to/Implementation of care plan,19540,34
2020,Reporting year,National,E92000001,England,Age,Total,Child requests placement to end,2350,4
2020,Reporting year,National,E92000001,England,Age,Total,Custody,190,k
2020,Reporting year,National,E92000001,England,Age,Total,Other,14060,24
2020,Reporting year,National,E92000001,England,Age,Total,Resignation or closure of provision,350,1
2020,Reporting year,National,E92000001,England,Age,Total,Responsible/Area authority requests placement to end,1040,2
2020,Reporting year,National,E92000001,England,Age,Total,Standards of care concern,610,1
2020,Reporting year,National,E92000001,England,Age,Under 1 year,All Placements,5750,10
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Allegation (s47),20,k
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Approval removed,30,k
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Carer requests placement end other than due to child's behaviour,240,4
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Carer requests placement ends due to child's behaviour,30,k
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Change in the status of a placement only,910,16
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Change to/Implementation of care plan,2950,51
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Child requests placement to end,10,k
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Custody,0,0
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Other,1450,25
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Resignation or closure of provision,10,k
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Responsible/Area authority requests placement to end,70,1
2020,Reporting year,National,E92000001,England,Age,Under 1 year,Standards of care concern,50,1
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,All Placements,36780,63
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Allegation (s47),350,1
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Approval removed,200,1
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Carer requests placement end other than due to child's behaviour,2030,6
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Carer requests placement ends due to child's behaviour,3820,10
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Change in the status of a placement only,6750,18
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Change to/Implementation of care plan,12350,34
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Child requests placement to end,1320,4
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Custody,90,k
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Other,8630,23
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Resignation or closure of provision,210,1
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Responsible/Area authority requests placement to end,610,2
2020,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Standards of care concern,420,1
2020,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,All Placements,930,2
2020,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Allegation (s47),10,1
2020,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Approval removed,c,c
2020,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Carer requests placement end other than due to child's behaviour,50,6
2020,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Carer requests placement ends due to child's behaviour,120,13
2020,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Change in the status of a placement only,150,16
2020,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Change to/Implementation of care plan,290,31
2020,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Child requests placement to end,30,3
2020,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Custody,c,c
2020,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Other,220,23
2020,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Resignation or closure of provision,20,2
2020,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Responsible/Area authority requests placement to end,20,2
2020,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Standards of care concern,10,2
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,All Placements,1500,3
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Allegation (s47),10,1
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Approval removed,0,0
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Carer requests placement end other than due to child's behaviour,100,7
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Carer requests placement ends due to child's behaviour,110,7
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Change in the status of a placement only,330,22
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Change to/Implementation of care plan,550,37
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Child requests placement to end,40,2
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Custody,c,c
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Other,290,19
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Resignation or closure of provision,10,1
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Responsible/Area authority requests placement to end,30,2
2020,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Standards of care concern,20,2
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,All Placements,5000,9
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Allegation (s47),30,1
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Approval removed,10,k
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Carer requests placement end other than due to child's behaviour,270,5
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Carer requests placement ends due to child's behaviour,750,15
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Change in the status of a placement only,710,14
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Change to/Implementation of care plan,1490,30
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Child requests placement to end,240,5
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Custody,30,1
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Other,1310,26
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Resignation or closure of provision,40,1
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Responsible/Area authority requests placement to end,80,2
2020,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Standards of care concern,40,1
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,All Placements,8880,15
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Allegation (s47),70,1
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Approval removed,60,1
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Carer requests placement end other than due to child's behaviour,450,5
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Carer requests placement ends due to child's behaviour,1070,12
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Change in the status of a placement only,1430,16
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Change to/Implementation of care plan,3030,34
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Child requests placement to end,360,4
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Custody,30,k
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Other,2090,24
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Resignation or closure of provision,40,k
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Responsible/Area authority requests placement to end,190,2
2020,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Standards of care concern,80,1
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,All Placements,1190,2
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Allegation (s47),c,c
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Approval removed,10,1
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Carer requests placement end other than due to child's behaviour,40,4
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Carer requests placement ends due to child's behaviour,170,14
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Change in the status of a placement only,120,10
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Change to/Implementation of care plan,360,30
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Child requests placement to end,60,5
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Custody,40,3
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Other,340,29
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Resignation or closure of provision,c,c
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Responsible/Area authority requests placement to end,20,2
2020,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Standards of care concern,10,1
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,All Placements,90,k
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,Allegation (s47),0,0
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,Approval removed,0,0
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,Carer requests placement end other than due to child's behaviour,c,c
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,Carer requests placement ends due to child's behaviour,c,c
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,Change in the status of a placement only,10,10
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,Change to/Implementation of care plan,40,44
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,Child requests placement to end,10,9
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,Custody,0,0
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,Other,20,26
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,Resignation or closure of provision,c,c
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,Responsible/Area authority requests placement to end,c,c
2020,Reporting year,National,E92000001,England,Category of need,N7. Low income,Standards of care concern,c,c
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,All Placements,3900,7
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Allegation (s47),20,k
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Approval removed,10,k
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Carer requests placement end other than due to child's behaviour,140,4
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Carer requests placement ends due to child's behaviour,250,6
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Change in the status of a placement only,470,12
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Change to/Implementation of care plan,1430,37
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Child requests placement to end,300,8
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Custody,c,c
2020,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Other,1160,30
