time_period,time_identifier,geographic_level,country_code,country_name,population_group,characteristic,placement_stability,number,percentage
2021,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",80,29
2021,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Total children,280,100
2021,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,65
2021,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,35
2021,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Total children,20,100
2021,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2021,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2021,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Total children,10,100
2021,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,73
2021,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2021,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Total children,10,100
2021,Reporting year,National,E92000001,England,Ethnicity,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20010,70
2021,Reporting year,National,E92000001,England,Ethnicity,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8630,30
2021,Reporting year,National,E92000001,England,Ethnicity,Total children,Total children,28640,100
2021,Reporting year,National,E92000001,England,Gender,Female,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8930,70
2021,Reporting year,National,E92000001,England,Gender,Female,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",3850,30
2021,Reporting year,National,E92000001,England,Gender,Female,Total children,12780,100
2021,Reporting year,National,E92000001,England,Gender,Male,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",11090,70
2021,Reporting year,National,E92000001,England,Gender,Male,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",4780,30
2021,Reporting year,National,E92000001,England,Gender,Male,Total children,15860,100
2021,Reporting year,National,E92000001,England,Gender,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20010,70
2021,Reporting year,National,E92000001,England,Gender,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8630,30
2021,Reporting year,National,E92000001,England,Gender,Total children,Total children,28640,100
2021,Reporting year,National,E92000001,England,Legal status,Care orders,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",18890,70
2021,Reporting year,National,E92000001,England,Legal status,Care orders,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8110,30
2021,Reporting year,National,E92000001,England,Legal status,Care orders,Total children,27010,100
2021,Reporting year,National,E92000001,England,Legal status,Detained for child protection,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2021,Reporting year,National,E92000001,England,Legal status,Detained for child protection,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2021,Reporting year,National,E92000001,England,Legal status,Detained for child protection,Total children,0,z
2021,Reporting year,National,E92000001,England,Legal status,Placement order granted,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",850,66
2021,Reporting year,National,E92000001,England,Legal status,Placement order granted,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",430,34
2021,Reporting year,National,E92000001,England,Legal status,Placement order granted,Total children,1280,100
2021,Reporting year,National,E92000001,England,Legal status,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20010,70
2021,Reporting year,National,E92000001,England,Legal status,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8630,30
2021,Reporting year,National,E92000001,England,Legal status,Total children,Total children,28640,100
2021,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",270,78
2021,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",80,22
2021,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,Total children,340,100
2021,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",0,0
2021,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2021,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,Total children,c,c
2021,Reporting year,National,E92000001,England,Placement,Foster placements,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",17620,76
2021,Reporting year,National,E92000001,England,Placement,Foster placements,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",5650,24
2021,Reporting year,National,E92000001,England,Placement,Foster placements,Total children,23270,100
2021,Reporting year,National,E92000001,England,Placement,Other placement,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,34
2021,Reporting year,National,E92000001,England,Placement,Other placement,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",30,66
2021,Reporting year,National,E92000001,England,Placement,Other placement,Total children,40,100
2021,Reporting year,National,E92000001,England,Placement,Other residential settings,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,22
2021,Reporting year,National,E92000001,England,Placement,Other residential settings,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",70,78
2021,Reporting year,National,E92000001,England,Placement,Other residential settings,Total children,90,100
2021,Reporting year,National,E92000001,England,Placement,Placed for adoption,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",510,79
2021,Reporting year,National,E92000001,England,Placement,Placed for adoption,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",130,21
2021,Reporting year,National,E92000001,England,Placement,Placed for adoption,Total children,640,100
2021,Reporting year,National,E92000001,England,Placement,Placed in the community,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2021,Reporting year,National,E92000001,England,Placement,Placed in the community,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2021,Reporting year,National,E92000001,England,Placement,Placed in the community,Total children,0,z
2021,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",950,48
2021,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1020,52
2021,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,Total children,1970,100
2021,Reporting year,National,E92000001,England,Placement,Residential schools,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,64
2021,Reporting year,National,E92000001,England,Placement,Residential schools,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,36
2021,Reporting year,National,E92000001,England,Placement,Residential schools,Total children,20,100
2021,Reporting year,National,E92000001,England,Placement,"Secure units, children's homes and semi-independent living accommodation","Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",890,34
2021,Reporting year,National,E92000001,England,Placement,"Secure units, children's homes and semi-independent living accommodation","Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1710,66
2021,Reporting year,National,E92000001,England,Placement,"Secure units, children's homes and semi-independent living accommodation",Total children,2600,100
2021,Reporting year,National,E92000001,England,Placement,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20010,70
2021,Reporting year,National,E92000001,England,Placement,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8630,30
2021,Reporting year,National,E92000001,England,Placement,Total children,Total children,28640,100
2021,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",19980,70
2021,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8610,30
2021,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Total children,28590,100
2021,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20010,70
2021,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8630,30
2021,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,Total children,28640,100
2021,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",30,67
2021,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,33
2021,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Total children,50,100
2020,Reporting year,National,E92000001,England,Age group,1 to 4 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",910,65
2020,Reporting year,National,E92000001,England,Age group,1 to 4 years,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",490,35
2020,Reporting year,National,E92000001,England,Age group,1 to 4 years,Total children,1410,100
2020,Reporting year,National,E92000001,England,Age group,10 to 15 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",13380,68
2020,Reporting year,National,E92000001,England,Age group,10 to 15 years,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",6320,32
2020,Reporting year,National,E92000001,England,Age group,10 to 15 years,Total children,19700,100
2020,Reporting year,National,E92000001,England,Age group,5 to 9 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",4120,68
2020,Reporting year,National,E92000001,England,Age group,5 to 9 years,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1950,32
2020,Reporting year,National,E92000001,England,Age group,5 to 9 years,Total children,6070,100
2020,Reporting year,National,E92000001,England,Age group,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",18410,68
2020,Reporting year,National,E92000001,England,Age group,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8760,32
2020,Reporting year,National,E92000001,England,Age group,Total children,Total children,27170,100
2020,Reporting year,National,E92000001,England,Ethnicity,1. Total White,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",14610,68
2020,Reporting year,National,E92000001,England,Ethnicity,1. Total White,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",7020,32
2020,Reporting year,National,E92000001,England,Ethnicity,1. Total White,Total children,21620,100
2020,Reporting year,National,E92000001,England,Ethnicity,1a. White British,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",13840,67
2020,Reporting year,National,E92000001,England,Ethnicity,1a. White British,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",6670,33
2020,Reporting year,National,E92000001,England,Ethnicity,1a. White British,Total children,20510,100
2020,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",40,65
2020,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,35
2020,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,Total children,70,100
2020,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,45
2020,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",30,55
2020,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,Total children,50,100
2020,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",140,69
2020,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",60,31
2020,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,Total children,200,100
2020,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",560,70
2020,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",240,30
2020,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,Total children,810,100
2020,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",2070,69
2020,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",940,31
2020,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,Total children,3010,100
2020,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",720,67
2020,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",360,33
2020,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,Total children,1080,100
2020,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",240,72
2020,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",90,28
2020,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,Total children,330,100
2020,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",460,71
2020,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",180,29
2020,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,Total children,640,100
2020,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",640,68
2020,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",310,32
2020,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,Total children,950,100
2020,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",490,67
2020,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",240,33
2020,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,Total children,730,100
2020,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",60,71
2020,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",30,29
2020,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,Total children,90,100
2020,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",200,67
2020,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",100,33
2020,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,Total children,310,100
2020,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",90,66
2020,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",40,34
2020,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Total children,130,100
2020,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,74
2020,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,26
2020,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Total children,20,100
2020,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",120,66
2020,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",60,34
2020,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Total children,180,100
2020,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British","Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1060,69
2020,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British","Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",480,31
2020,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Total children,1540,100
2020,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",320,65
2020,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",170,35
2020,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Total children,490,100
2020,Reporting year,National,E92000001,England,Ethnicity,4b. African,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",490,71
2020,Reporting year,National,E92000001,England,Ethnicity,4b. African,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",200,29
2020,Reporting year,National,E92000001,England,Ethnicity,4b. African,Total children,690,100
2020,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",250,69
2020,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",110,31
2020,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Total children,360,100
2020,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",190,71
2020,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",80,29
2020,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Total children,260,100
2020,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,54
2020,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,46
2020,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Total children,10,100
2020,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2020,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2020,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Total children,c,c
2020,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2020,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2020,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Total children,10,100
2020,Reporting year,National,E92000001,England,Ethnicity,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",18410,68
2020,Reporting year,National,E92000001,England,Ethnicity,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8760,32
2020,Reporting year,National,E92000001,England,Ethnicity,Total children,Total children,27170,100
2020,Reporting year,National,E92000001,England,Gender,Female,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8190,68
2020,Reporting year,National,E92000001,England,Gender,Female,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",3810,32
2020,Reporting year,National,E92000001,England,Gender,Female,Total children,12000,100
2020,Reporting year,National,E92000001,England,Gender,Male,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10230,67
2020,Reporting year,National,E92000001,England,Gender,Male,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",4950,33
2020,Reporting year,National,E92000001,England,Gender,Male,Total children,15180,100
2020,Reporting year,National,E92000001,England,Gender,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",18410,68
2020,Reporting year,National,E92000001,England,Gender,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8760,32
2020,Reporting year,National,E92000001,England,Gender,Total children,Total children,27170,100
2020,Reporting year,National,E92000001,England,Legal status,Care orders,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",17370,68
2020,Reporting year,National,E92000001,England,Legal status,Care orders,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8230,32
2020,Reporting year,National,E92000001,England,Legal status,Care orders,Total children,25600,100
2020,Reporting year,National,E92000001,England,Legal status,Detained for child protection,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2020,Reporting year,National,E92000001,England,Legal status,Detained for child protection,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2020,Reporting year,National,E92000001,England,Legal status,Detained for child protection,Total children,0,z
2020,Reporting year,National,E92000001,England,Legal status,Placement order granted,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",710,62
2020,Reporting year,National,E92000001,England,Legal status,Placement order granted,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",430,38
2020,Reporting year,National,E92000001,England,Legal status,Placement order granted,Total children,1140,100
2020,Reporting year,National,E92000001,England,Legal status,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",18410,68
2020,Reporting year,National,E92000001,England,Legal status,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8760,32
2020,Reporting year,National,E92000001,England,Legal status,Total children,Total children,27170,100
2020,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",330,76
2020,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",100,24
2020,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,Total children,440,100
2020,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",0,0
2020,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2020,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,Total children,c,c
