LA,LA Name,ReturnStatus,Line,S52 Line Reference,Own Provision (y),Private (z(i)),Other Public (z(ii)),Voluntary (z(iii)),Total Expenditure (k),Income (l),NET Current Expenditure (m),Govt. Grants Inside AEF (n),Govt. Grants Outside AEF (o),LEA NET Revenue Expenditure (p)
802,North Somerset,Submitted,28,Other family support services,687738,0,0,145710,833448,0,833448,0,149782,683666
802,North Somerset,Submitted,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
802,North Somerset,Submitted,30,Total Family Support Services,1121173,58410,235401,475983,1890967,0,1890967,622000,149782,1119185
802,North Somerset,Submitted,31,Adoption services,163247,295411,0,0,458658,0,458658,0,0,458658
802,North Somerset,Submitted,32,Special guardianship support,0,12017,0,0,12017,0,12017,0,0,12017
802,North Somerset,Submitted,33,Other children's and families services,99086,51726,0,0,150812,0,150812,0,0,150812
802,North Somerset,Submitted,34,Total Other Children's and Families Services,262333,359154,0,0,621487,0,621487,0,0,621487
802,North Somerset,Submitted,35,Children's and young people's plan,91254,0,0,0,91254,0,91254,0,0,91254
802,North Somerset,Submitted,36,Partnership costs,0,0,61241,0,61241,0,61241,0,0,61241
802,North Somerset,Submitted,37,Central commissioning function,112736,0,0,0,112736,0,112736,0,0,112736
802,North Somerset,Submitted,38,Total Children's Services Strategy,203990,0,61241,0,265231,0,265231,0,0,265231
802,North Somerset,Submitted,39,Commissioning and social work,5447813,511159,0,0,5958972,124101,5834871,0,0,5834871
802,North Somerset,Submitted,40,Child Trust Fund Top Ups,0,0,5500,0,5500,0,5500,0,0,5500
802,North Somerset,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",757564,0,0,0,757564,45210,712354,0,88410,623944
802,North Somerset,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",460451,0,0,0,460451,12546,447905,0,0,447905
802,North Somerset,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",112111,0,0,0,112111,0,112111,0,92451,19660
802,North Somerset,Submitted,44,Teenage pregnancy services,0,0,138000,0,138000,0,138000,0,138000,0
802,North Somerset,Submitted,45,Connexions,0,0,1173057,0,1173057,0,1173057,0,1173057,0
802,North Somerset,Submitted,46,Student support/including mandatory awards,27510,0,0,0,27510,0,27510,0,0,27510
802,North Somerset,Submitted,47,Unknown,1357636,0,1311057,0,2668693,57756,2610937,0,1491918,1119019
802,North Somerset,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
802,North Somerset,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,25447885,1351241,24096644,,,
802,North Somerset,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,25447885,1351241,24096644,,,
802,North Somerset,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,600000,,,,,
802,North Somerset,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,987000,,,,,
803,South Gloucestershire,Submitted,1,Secure accommodation (youth justice),3860000,0,0,0,3860000,3859000,1000,0,0,1000
803,South Gloucestershire,Submitted,2,Youth offender teams,833000,0,0,0,833000,489000,344000,0,0,344000
803,South Gloucestershire,Submitted,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
803,South Gloucestershire,Submitted,4,Total Youth Justice,4693000,0,0,0,4693000,4348000,345000,0,0,345000
803,South Gloucestershire,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,98000,0,0,0,98000,0,98000,98000,0,0
803,South Gloucestershire,Submitted,6,Spend by individual Sure Start Children's Centres,3026000,0,0,0,3026000,0,3026000,3026000,0,0
803,South Gloucestershire,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,0,0,0,0,0,0,0,0,0,0
803,South Gloucestershire,Submitted,8,Total Sure Start Children's Centres,3124000,0,0,0,3124000,0,3124000,3124000,0,0
803,South Gloucestershire,Submitted,9,Residential care,152000,2934000,158000,0,3244000,0,3244000,0,0,3244000
803,South Gloucestershire,Submitted,10,Fostering services,2691000,1146000,0,0,3837000,41000,3796000,21000,0,3775000
803,South Gloucestershire,Submitted,11,Other children looked after services,104000,0,0,0,104000,11000,93000,0,0,93000
803,South Gloucestershire,Submitted,12,Secure accommodation (welfare),914000,0,0,0,914000,871000,43000,0,0,43000
803,South Gloucestershire,Submitted,13,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
803,South Gloucestershire,Submitted,14,Children placed with family and friends,149000,0,0,0,149000,0,149000,0,0,149000
803,South Gloucestershire,Submitted,15,Advocacy services for children looked after,61000,1000,9000,46000,117000,0,117000,0,0,117000
803,South Gloucestershire,Submitted,16,Education of looked after children,23000,0,0,0,23000,0,23000,0,0,23000
803,South Gloucestershire,Submitted,17,Leaving care support services,557000,227000,0,26000,810000,0,810000,0,0,810000
803,South Gloucestershire,Submitted,18,Asylum seeker services - children,5000,100000,0,0,105000,0,105000,100000,0,5000
803,South Gloucestershire,Submitted,19,Total Children Looked After,4656000,4408000,167000,72000,9303000,923000,8380000,121000,0,8259000
803,South Gloucestershire,Submitted,20,Child death review processes,22000,0,0,0,22000,0,22000,0,0,22000
803,South Gloucestershire,Submitted,21,LA functions in relation to child protection,450000,0,0,25000,475000,21000,454000,0,0,454000
803,South Gloucestershire,Submitted,22,Local safeguarding childrens board,135000,0,0,0,135000,62000,73000,0,0,73000
803,South Gloucestershire,Submitted,23,Total Children and Young People's Safety,607000,0,0,25000,632000,83000,549000,0,0,549000
803,South Gloucestershire,Submitted,24,Direct payments,476000,0,0,0,476000,268000,208000,0,0,208000
803,South Gloucestershire,Submitted,25,Short breaks (respite) for disabled children,1057000,415000,0,318000,1790000,115000,1675000,1072000,0,603000
803,South Gloucestershire,Submitted,26,Home care services,0,0,0,1000,1000,0,1000,0,0,1000
803,South Gloucestershire,Submitted,27,Equiptment and adaptations,2000,49000,0,0,51000,0,51000,0,0,51000
803,South Gloucestershire,Submitted,28,Other family support services,2093000,28000,33000,291000,2445000,799000,1646000,352000,0,1294000
803,South Gloucestershire,Submitted,29,Contribution to health care of individual children,38000,0,0,0,38000,10000,28000,0,0,28000
803,South Gloucestershire,Submitted,30,Total Family Support Services,3666000,492000,33000,610000,4801000,1192000,3609000,1424000,0,2185000
803,South Gloucestershire,Submitted,31,Adoption services,407000,0,56000,0,463000,118000,345000,0,0,345000
803,South Gloucestershire,Submitted,32,Special guardianship support,148000,0,0,0,148000,0,148000,0,0,148000
803,South Gloucestershire,Submitted,33,Other children's and families services,54000,0,0,336000,390000,38000,352000,0,0,352000
803,South Gloucestershire,Submitted,34,Total Other Children's and Families Services,609000,0,56000,336000,1001000,156000,845000,0,0,845000
803,South Gloucestershire,Submitted,35,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
803,South Gloucestershire,Submitted,36,Partnership costs,0,0,0,0,0,0,0,0,0,0
803,South Gloucestershire,Submitted,37,Central commissioning function,194000,0,0,0,194000,30000,164000,0,37000,127000
803,South Gloucestershire,Submitted,38,Total Children's Services Strategy,194000,0,0,0,194000,30000,164000,0,37000,127000
803,South Gloucestershire,Submitted,39,Commissioning and social work,5437000,315000,0,0,5752000,635000,5117000,41000,171000,4905000
803,South Gloucestershire,Submitted,40,Child Trust Fund Top Ups,0,0,0,0,0,0,0,0,0,0
803,South Gloucestershire,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",1820000,0,0,183000,2003000,292000,1711000,133000,0,1578000
803,South Gloucestershire,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",326000,0,0,56000,382000,75000,307000,0,0,307000
803,South Gloucestershire,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",147000,0,62000,0,209000,107000,102000,0,0,102000
803,South Gloucestershire,Submitted,44,Teenage pregnancy services,130000,0,0,0,130000,23000,107000,0,0,107000
803,South Gloucestershire,Submitted,45,Connexions,1749000,0,0,0,1749000,0,1749000,0,0,1749000
803,South Gloucestershire,Submitted,46,Student support/including mandatory awards,176000,83000,0,0,259000,0,259000,0,83000,176000
803,South Gloucestershire,Submitted,47,Unknown,4348000,83000,62000,239000,4732000,497000,4235000,133000,83000,4019000
803,South Gloucestershire,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
803,South Gloucestershire,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,34232000,7864000,26368000,,,
803,South Gloucestershire,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,34232000,7864000,26368000,,,
803,South Gloucestershire,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,0,,,,,
803,South Gloucestershire,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,2385000,,,,,
805,Hartlepool,Submitted,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
805,Hartlepool,Submitted,2,Youth offender teams,1126424,0,0,137846,1264270,152461,1111809,493056,0,618753
805,Hartlepool,Submitted,3,Other Youth Justice service,19320,0,0,0,19320,0,19320,0,0,19320
805,Hartlepool,Submitted,4,Total Youth Justice,1145744,0,0,137846,1283590,152461,1131129,493056,0,638073
805,Hartlepool,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,115709,0,0,0,115709,0,115709,115709,0,0
805,Hartlepool,Submitted,6,Spend by individual Sure Start Children's Centres,3151201,0,0,0,3151201,514306,2636895,2636895,0,0
805,Hartlepool,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,0,0,125704,583174,708878,0,708878,708878,0,0
805,Hartlepool,Submitted,8,Total Sure Start Children's Centres,3266910,0,125704,583174,3975788,514306,3461482,3461482,0,0
805,Hartlepool,Submitted,9,Residential care,247520,1418662,0,0,1666182,121152,1545030,0,0,1545030
805,Hartlepool,Submitted,10,Fostering services,2555615,992573,0,249175,3797363,40339,3757024,34170,0,3722854
805,Hartlepool,Submitted,11,Other children looked after services,19732,24243,0,2000,45975,175,45800,0,0,45800
805,Hartlepool,Submitted,12,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
805,Hartlepool,Submitted,13,Short breaks (respite) for looked after children,415446,8344,0,101908,525698,210,525488,441204,0,84284
805,Hartlepool,Submitted,14,Children placed with family and friends,262611,0,0,0,262611,0,262611,0,0,262611
805,Hartlepool,Submitted,15,Advocacy services for children looked after,0,0,0,9389,9389,0,9389,0,0,9389
805,Hartlepool,Submitted,16,Education of looked after children,3840,0,0,0,3840,0,3840,0,0,3840
805,Hartlepool,Submitted,17,Leaving care support services,419894,87133,0,16825,523852,1870,521982,0,0,521982
805,Hartlepool,Submitted,18,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
805,Hartlepool,Submitted,19,Total Children Looked After,3924658,2530955,0,379297,6834910,163746,6671164,475374,0,6195790
805,Hartlepool,Submitted,20,Child death review processes,0,0,13825,0,13825,0,13825,0,0,13825
805,Hartlepool,Submitted,21,LA functions in relation to child protection,321215,175089,158475,8316,663095,18872,644223,26778,0,617445
805,Hartlepool,Submitted,22,Local safeguarding childrens board,223698,0,0,0,223698,128331,95367,0,0,95367
805,Hartlepool,Submitted,23,Total Children and Young People's Safety,544913,175089,172300,8316,900618,147203,753415,26778,0,726637
805,Hartlepool,Submitted,24,Direct payments,175380,0,0,0,175380,2410,172970,0,0,172970
805,Hartlepool,Submitted,25,Short breaks (respite) for disabled children,458943,141800,0,9408,610151,115761,494390,0,0,494390
805,Hartlepool,Submitted,26,Home care services,0,0,0,0,0,0,0,0,0,0
805,Hartlepool,Submitted,27,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
805,Hartlepool,Submitted,28,Other family support services,1842323,71686,0,1039515,2953524,1325,2952199,970543,16862,1964794
805,Hartlepool,Submitted,29,Contribution to health care of individual children,0,0,183044,0,183044,0,183044,0,0,183044
805,Hartlepool,Submitted,30,Total Family Support Services,2476646,213486,183044,1048923,3922099,119496,3802603,970543,16862,2815198
805,Hartlepool,Submitted,31,Adoption services,409650,30589,2180,4262,446681,0,446681,0,0,446681
805,Hartlepool,Submitted,32,Special guardianship support,274603,0,0,0,274603,0,274603,0,0,274603
805,Hartlepool,Submitted,33,Other children's and families services,0,39277,0,22000,61277,10000,51277,0,0,51277
805,Hartlepool,Submitted,34,Total Other Children's and Families Services,684253,69866,2180,26262,782561,10000,772561,0,0,772561
805,Hartlepool,Submitted,35,Children's and young people's plan,301,0,0,0,301,0,301,0,0,301
805,Hartlepool,Submitted,36,Partnership costs,366,0,0,0,366,366,0,0,0,0
805,Hartlepool,Submitted,37,Central commissioning function,0,0,0,0,0,0,0,0,0,0
805,Hartlepool,Submitted,38,Total Children's Services Strategy,667,0,0,0,667,366,301,0,0,301
805,Hartlepool,Submitted,39,Commissioning and social work,2252497,139831,62913,0,2455241,21549,2433692,0,0,2433692
805,Hartlepool,Submitted,40,Child Trust Fund Top Ups,0,0,0,0,0,0,0,0,0,0
805,Hartlepool,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",738724,4000,6593,152809,902126,40562,861564,181100,0,680464
805,Hartlepool,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",251176,0,0,95944,347120,121515,225605,0,0,225605
805,Hartlepool,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",0,0,0,216467,216467,114000,102467,42811,0,59656
805,Hartlepool,Submitted,44,Teenage pregnancy services,37029,0,116679,28968,182676,2000,180676,0,0,180676
805,Hartlepool,Submitted,45,Connexions,1210404,0,58128,51804,1320336,55525,1264811,0,0,1264811
805,Hartlepool,Submitted,46,Student support/including mandatory awards,0,0,0,0,0,0,0,0,0,0
805,Hartlepool,Submitted,47,Unknown,2237333,4000,181400,545992,2968725,333602,2635123,223911,0,2411212
805,Hartlepool,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,85000,0,85000,,,
805,Hartlepool,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,23209199,1462729,21746470,,,
805,Hartlepool,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,23124199,1462729,21661470,,,
805,Hartlepool,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,3975788,,,,,
805,Hartlepool,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,1249246,,,,,
806,Middlesbrough,Submitted,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
806,Middlesbrough,Submitted,2,Youth offender teams,1527998,111133,493,0,1639624,516274,1123350,292152,536945,294253
806,Middlesbrough,Submitted,3,Other Youth Justice service,1288263,18762,381454,0,1688479,59387,1629092,1559555,0,69537
806,Middlesbrough,Submitted,4,Total Youth Justice,2816261,129895,381947,0,3328103,575661,2752442,1851707,536945,363790
806,Middlesbrough,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,0,0,0,0,0,0,0,0,0,0
806,Middlesbrough,Submitted,6,Spend by individual Sure Start Children's Centres,7113827,0,0,0,7113827,516268,6597559,6072998,0,524561
806,Middlesbrough,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,1029784,0,0,0,1029784,25103,1004681,982012,0,22669
806,Middlesbrough,Submitted,8,Total Sure Start Children's Centres,8143611,0,0,0,8143611,541371,7602240,7055010,0,547230
806,Middlesbrough,Submitted,9,Residential care,240815,6223301,0,125000,6589116,81947,6507169,0,0,6507169
806,Middlesbrough,Submitted,10,Fostering services,6484241,0,0,0,6484241,5205,6479036,0,0,6479036
806,Middlesbrough,Submitted,11,Other children looked after services,137521,0,0,0,137521,12225,125296,0,0,125296
806,Middlesbrough,Submitted,12,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
806,Middlesbrough,Submitted,13,Short breaks (respite) for looked after children,960826,0,0,0,960826,28,960798,701900,0,258898
806,Middlesbrough,Submitted,14,Children placed with family and friends,131629,0,0,0,131629,20,131609,0,0,131609
806,Middlesbrough,Submitted,15,Advocacy services for children looked after,26403,0,0,0,26403,0,26403,0,0,26403
806,Middlesbrough,Submitted,16,Education of looked after children,193575,0,1375,0,194950,0,194950,0,0,194950
806,Middlesbrough,Submitted,17,Leaving care support services,591073,50288,0,0,641361,10612,630749,0,0,630749
806,Middlesbrough,Submitted,18,Asylum seeker services - children,63950,0,0,0,63950,351,63599,30533,0,33066
806,Middlesbrough,Submitted,19,Total Children Looked After,8830033,6273589,1375,125000,15229997,110388,15119609,732433,0,14387176
806,Middlesbrough,Submitted,20,Child death review processes,2020,0,15625,0,17645,0,17645,0,0,17645
806,Middlesbrough,Submitted,21,LA functions in relation to child protection,793703,20577,0,0,814280,9291,804989,0,0,804989
806,Middlesbrough,Submitted,22,Local safeguarding childrens board,111735,0,34250,0,145985,76147,69838,0,0,69838
806,Middlesbrough,Submitted,23,Total Children and Young People's Safety,907458,20577,49875,0,977910,85438,892472,0,0,892472
806,Middlesbrough,Submitted,24,Direct payments,122446,0,0,0,122446,33046,89400,0,0,89400
806,Middlesbrough,Submitted,25,Short breaks (respite) for disabled children,547223,0,0,0,547223,25850,521373,0,0,521373
806,Middlesbrough,Submitted,26,Home care services,166810,0,0,0,166810,7340,159470,0,0,159470
806,Middlesbrough,Submitted,27,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
806,Middlesbrough,Submitted,28,Other family support services,2169254,46372,81,0,2215707,302162,1913545,774439,0,1139106
806,Middlesbrough,Submitted,29,Contribution to health care of individual children,586042,0,0,0,586042,0,586042,224500,0,361542
806,Middlesbrough,Submitted,30,Total Family Support Services,3591775,46372,81,0,3638228,368398,3269830,998939,0,2270891
806,Middlesbrough,Submitted,31,Adoption services,901417,0,0,0,901417,54142,847275,0,0,847275
806,Middlesbrough,Submitted,32,Special guardianship support,915,0,0,0,915,0,915,0,0,915
806,Middlesbrough,Submitted,33,Other children's and families services,2276,0,0,0,2276,0,2276,0,0,2276
806,Middlesbrough,Submitted,34,Total Other Children's and Families Services,904608,0,0,0,904608,54142,850466,0,0,850466
806,Middlesbrough,Submitted,35,Children's and young people's plan,42313,0,0,0,42313,0,42313,0,0,42313
806,Middlesbrough,Submitted,36,Partnership costs,95734,0,0,0,95734,0,95734,85000,0,10734
806,Middlesbrough,Submitted,37,Central commissioning function,443581,0,0,0,443581,61982,381599,140805,0,240794
806,Middlesbrough,Submitted,38,Total Children's Services Strategy,581628,0,0,0,581628,61982,519646,225805,0,293841
806,Middlesbrough,Submitted,39,Commissioning and social work,4897562,399861,150761,0,5448184,46973,5401211,192787,0,5208424
806,Middlesbrough,Submitted,40,Child Trust Fund Top Ups,0,0,0,0,0,0,0,0,0,0
806,Middlesbrough,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",1315143,0,0,0,1315143,164198,1150945,349069,0,801876
806,Middlesbrough,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",862147,0,0,0,862147,152030,710117,94711,0,615406
806,Middlesbrough,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",99535,323339,0,0,422874,76900,345974,147882,0,198092
806,Middlesbrough,Submitted,44,Teenage pregnancy services,129844,0,0,0,129844,35000,94844,0,0,94844
806,Middlesbrough,Submitted,45,Connexions,1878465,0,0,0,1878465,21,1878444,1704188,0,174256
806,Middlesbrough,Submitted,46,Student support/including mandatory awards,957,0,0,0,957,0,957,0,0,957
806,Middlesbrough,Submitted,47,Unknown,4286091,323339,0,0,4609430,428149,4181281,2295850,0,1885431
806,Middlesbrough,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
806,Middlesbrough,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,42861699,2272502,40589197,,,
806,Middlesbrough,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,42861699,2272502,40589197,,,
806,Middlesbrough,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,3393459,,,,,
806,Middlesbrough,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,1861062,,,,,
807,Redcar and Cleveland,Submitted,1,Secure accommodation (youth justice),35466,0,0,0,35466,0,35466,0,0,35466
807,Redcar and Cleveland,Submitted,2,Youth offender teams,327896,0,0,0,327896,0,327896,0,0,327896
807,Redcar and Cleveland,Submitted,3,Other Youth Justice service,152838,0,0,0,152838,0,152838,0,0,152838
807,Redcar and Cleveland,Submitted,4,Total Youth Justice,516200,0,0,0,516200,0,516200,0,0,516200
807,Redcar and Cleveland,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,60413,0,0,0,60413,0,60413,60413,0,0
807,Redcar and Cleveland,Submitted,6,Spend by individual Sure Start Children's Centres,5308448,0,0,0,5308448,0,5308448,5308448,0,0
807,Redcar and Cleveland,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,329730,0,0,0,329730,0,329730,0,0,329730
807,Redcar and Cleveland,Submitted,8,Total Sure Start Children's Centres,5698591,0,0,0,5698591,0,5698591,5368861,0,329730
807,Redcar and Cleveland,Submitted,9,Residential care,588082,1577954,0,0,2166036,2888,2163148,0,0,2163148
807,Redcar and Cleveland,Submitted,10,Fostering services,642619,2168809,0,931465,3742893,6360,3736533,0,0,3736533
807,Redcar and Cleveland,Submitted,11,Other children looked after services,0,0,0,10822,10822,0,10822,0,0,10822
807,Redcar and Cleveland,Submitted,12,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
807,Redcar and Cleveland,Submitted,13,Short breaks (respite) for looked after children,2778,0,0,18594,21372,0,21372,0,0,21372
807,Redcar and Cleveland,Submitted,14,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
807,Redcar and Cleveland,Submitted,15,Advocacy services for children looked after,919971,0,0,0,919971,0,919971,0,0,919971
807,Redcar and Cleveland,Submitted,16,Education of looked after children,2280,0,0,0,2280,0,2280,0,0,2280
807,Redcar and Cleveland,Submitted,17,Leaving care support services,594918,0,0,40666,635584,0,635584,0,0,635584
807,Redcar and Cleveland,Submitted,18,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
807,Redcar and Cleveland,Submitted,19,Total Children Looked After,2750648,3746763,0,1001547,7498958,9248,7489710,0,0,7489710
807,Redcar and Cleveland,Submitted,20,Child death review processes,269967,0,0,0,269967,237723,32244,0,0,32244
807,Redcar and Cleveland,Submitted,21,LA functions in relation to child protection,50276,0,0,0,50276,0,50276,0,0,50276
807,Redcar and Cleveland,Submitted,22,Local safeguarding childrens board,0,319077,0,0,319077,229850,89227,0,0,89227
807,Redcar and Cleveland,Submitted,23,Total Children and Young People's Safety,320243,319077,0,0,639320,467573,171747,0,0,171747
807,Redcar and Cleveland,Submitted,24,Direct payments,336492,0,0,0,336492,34030,302462,0,0,302462
807,Redcar and Cleveland,Submitted,25,Short breaks (respite) for disabled children,1101427,0,0,0,1101427,0,1101427,620284,0,481143
807,Redcar and Cleveland,Submitted,26,Home care services,0,67,0,0,67,0,67,0,0,67
807,Redcar and Cleveland,Submitted,27,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
807,Redcar and Cleveland,Submitted,28,Other family support services,1241709,0,0,170829,1412538,0,1412538,938990,0,473548
807,Redcar and Cleveland,Submitted,29,Contribution to health care of individual children,304908,0,0,0,304908,23021,281887,0,0,281887
807,Redcar and Cleveland,Submitted,30,Total Family Support Services,2984536,67,0,170829,3155432,57051,3098381,1559274,0,1539107
807,Redcar and Cleveland,Submitted,31,Adoption services,363243,0,0,170758,534001,0,534001,0,0,534001
807,Redcar and Cleveland,Submitted,32,Special guardianship support,0,0,0,83578,83578,0,83578,0,0,83578
807,Redcar and Cleveland,Submitted,33,Other children's and families services,80998,0,0,659095,740093,0,740093,0,0,740093
807,Redcar and Cleveland,Submitted,34,Total Other Children's and Families Services,444241,0,0,913431,1357672,0,1357672,0,0,1357672
807,Redcar and Cleveland,Submitted,35,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
807,Redcar and Cleveland,Submitted,36,Partnership costs,0,0,0,0,0,0,0,0,0,0
807,Redcar and Cleveland,Submitted,37,Central commissioning function,350659,0,0,0,350659,0,350659,0,0,350659
807,Redcar and Cleveland,Submitted,38,Total Children's Services Strategy,350659,0,0,0,350659,0,350659,0,0,350659
807,Redcar and Cleveland,Submitted,39,Commissioning and social work,4216568,396583,0,0,4613151,88995,4524156,0,0,4524156
807,Redcar and Cleveland,Submitted,40,Child Trust Fund Top Ups,2700,0,0,0,2700,0,2700,0,0,2700
807,Redcar and Cleveland,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",2721367,0,0,0,2721367,0,2721367,217300,502949,2001118
807,Redcar and Cleveland,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",362215,0,0,0,362215,0,362215,0,0,362215
807,Redcar and Cleveland,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",361169,0,0,0,361169,189630,171539,0,0,171539
807,Redcar and Cleveland,Submitted,44,Teenage pregnancy services,277625,0,0,0,277625,99924,177701,0,0,177701
807,Redcar and Cleveland,Submitted,45,Connexions,1805201,0,0,0,1805201,0,1805201,0,0,1805201
807,Redcar and Cleveland,Submitted,46,Student support/including mandatory awards,0,0,0,0,0,0,0,0,0,0
807,Redcar and Cleveland,Submitted,47,Unknown,5527577,0,0,0,5527577,289554,5238023,217300,502949,4517774
807,Redcar and Cleveland,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
807,Redcar and Cleveland,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,29360260,912421,28447839,,,
807,Redcar and Cleveland,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,29360260,912421,28447839,,,
807,Redcar and Cleveland,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,2819089,,,,,
807,Redcar and Cleveland,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,2001118,,,,,
808,Stockton-on-Tees,Submitted,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
808,Stockton-on-Tees,Submitted,2,Youth offender teams,285290.7,0,0,0,285290.7,0,285290.7,0,0,285290.7
808,Stockton-on-Tees,Submitted,3,Other Youth Justice service,245181.9,0,0,0,245181.9,0,245181.9,0,0,245181.9
808,Stockton-on-Tees,Submitted,4,Total Youth Justice,530472.6,0,0,0,530472.6,0,530472.6,0,0,530472.6
808,Stockton-on-Tees,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,0,0,0,0,0,0,0,0,0,0
808,Stockton-on-Tees,Submitted,6,Spend by individual Sure Start Children's Centres,4683791,0,0,0,4683791,0,4683791,4683791,0,0
