LEA,LEA Name,Line,S52 Line Reference,Own Provision (y),Private (z(i)),Other Public (z(ii)),Voluntary (z(iii)),Total Expenditure (k),Income (l),NET Current Expenditure (m),Govt. Grants Inside AEF (n),Govt. Grants Outside AEF (o),LEA NET Revenue Expenditure (p)
392,North Tyneside,34,Other children's and families services,0,0,0,0,0,0,0,0,0,0
392,North Tyneside,35,Total Other Children's and Families Services,1941898,0,0,0,1941898,26567,1915331,0,0,1915331
392,North Tyneside,36,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
392,North Tyneside,37,Partnership costs,0,0,0,0,0,0,0,0,0,0
392,North Tyneside,38,Central commissioning function,0,0,0,0,0,0,0,0,0,0
392,North Tyneside,39,Commissioning and social work,5520235,150032,139318,49587,5859172,328426,5530746,327856,0,5202890
392,North Tyneside,40,Total Children's Services Strategy,5520235,150032,139318,49587,5859172,328426,5530746,327856,0,5202890
392,North Tyneside,41,Child Trust Fund Top Ups,0,0,0,0,0,0,0,,,
392,North Tyneside,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
392,North Tyneside,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,23344497,1683399,21661098,,,
392,North Tyneside,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,23344497,1683399,21661098,,,
393,South Tyneside,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
393,South Tyneside,2,Youth offender teams,1237363,0,0,0,1237363,226238,1011125,0,328999,682126
393,South Tyneside,3,Other Youth Justice service,496950,0,0,0,496950,340834,156116,0,107783,48333
393,South Tyneside,4,Total Youth Justice,1734313,0,0,0,1734313,567072,1167241,0,436782,730459
393,South Tyneside,5,Residential care,1091596,2431340,0,0,3522936,218400,3304536,0,477897,2826639
393,South Tyneside,6,Fostering services,2904579,3157478,0,500,6062557,72366,5990191,0,0,5990191
393,South Tyneside,7,Other children looked after services,378485,0,0,0,378485,49329,329156,17684,0,311472
393,South Tyneside,8,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
393,South Tyneside,9,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,10,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,11,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,12,Education of looked after children,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,13,Leaving care support services,673173,5424,0,0,678597,28874,649723,0,0,649723
393,South Tyneside,14,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,15,Unaccompanied asylum children: assessment and care management,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,16,Unaccompanied asylum children: accommodation,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,17,Total Children Looked After,5047833,5594242,0,500,10642575,368969,10273606,17684,477897,9778025
393,South Tyneside,18,Child death processes,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,19,Preventative services ,868439,0,0,0,868439,94552,773887,0,0,773887
393,South Tyneside,20,LA functions in relation to child protection,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,21,Local safeguarding childrens board,150499,0,0,9084,159583,48383,111200,0,0,111200
393,South Tyneside,22,Total Children and Young People's Safety,1018938,0,0,9084,1028022,142935,885087,0,0,885087
393,South Tyneside,23,Direct payments,0,175057,0,0,175057,0,175057,0,0,175057
393,South Tyneside,24,Short breaks (respite) for disabled children,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,25,Home care services,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,27,Other family support services,512172,1220752,0,28173,1761097,124166,1636931,165262,0,1471669
393,South Tyneside,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0,0,0,0,0
393,South Tyneside,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,30,Teenage pregnancy services,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,31,Total Family Support Services,512172,1395809,0,28173,1936154,124166,1811988,165262,0,1646726
393,South Tyneside,32,Adoption services,357953,924982,0,0,1282935,109991,1172944,0,0,1172944
393,South Tyneside,33,Special guardianship support,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,34,Other children's and families services,291673,0,0,183616,475289,5717,469572,0,0,469572
393,South Tyneside,35,Total Other Children's and Families Services,649626,924982,0,183616,1758224,115708,1642516,0,0,1642516
393,South Tyneside,36,Children's and young people's plan,119764,0,0,5000,124764,53187,71577,0,0,71577
393,South Tyneside,37,Partnership costs,0,138621,0,0,138621,0,138621,0,0,138621
393,South Tyneside,38,Central commissioning function,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,39,Commissioning and social work,6220188,190265,0,60855,6471308,352814,6118494,0,0,6118494
393,South Tyneside,40,Total Children's Services Strategy,6339952,328886,0,65855,6734693,406001,6328692,0,0,6328692
393,South Tyneside,41,Child Trust Fund Top Ups,0,0,0,0,0,0,0,,,
393,South Tyneside,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
393,South Tyneside,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,23833981,1724851,22109130,,,
393,South Tyneside,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,23833981,1724851,22109130,,,
394,Sunderland,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
394,Sunderland,2,Youth offender teams,1036181,0,0,0,1036181,243253,792928,0,0,792928
394,Sunderland,3,Other Youth Justice service,3210791,0,78889,196047,3485727,446340,3039387,0,1676509,1362878
394,Sunderland,4,Total Youth Justice,4246972,0,78889,196047,4521908,689593,3832315,0,1676509,2155806
394,Sunderland,5,Residential care,6572620,0,27488,112992,6713100,91029,6622071,0,0,6622071
394,Sunderland,6,Fostering services,5131109,0,0,0,5131109,4969,5126140,0,0,5126140
394,Sunderland,7,Other children looked after services,1371633,0,0,0,1371633,330,1371303,0,0,1371303
394,Sunderland,8,Secure accommodation (welfare),14587,0,261130,0,275717,0,275717,0,0,275717
394,Sunderland,9,Short breaks (respite) for looked after children,1523573,0,35000,48417,1606990,56113,1550877,966700,0,584177
394,Sunderland,10,Children placed with family and friends,521973,0,0,0,521973,0,521973,0,0,521973
394,Sunderland,11,Advocacy services for children looked after,35003,0,0,161,35164,519,34645,0,0,34645
394,Sunderland,12,Education of looked after children,0,0,0,0,0,0,0,0,0,0
394,Sunderland,13,Leaving care support services,1885085,0,0,0,1885085,308279,1576806,10000,0,1566806
394,Sunderland,14,Asylum seeker services - children,94163,0,0,0,94163,0,94163,94163,0,0
394,Sunderland,15,Unaccompanied asylum children: assessment and care management,0,0,0,0,0,0,0,0,0,0
394,Sunderland,16,Unaccompanied asylum children: accommodation,0,0,0,0,0,0,0,0,0,0
394,Sunderland,17,Total Children Looked After,17149746,0,323618,161570,17634934,461239,17173695,1070863,0,16102832
394,Sunderland,18,Child death processes,0,0,0,0,0,0,0,0,0,0
394,Sunderland,19,Preventative services ,171635,0,5072,226327,403034,0,403034,0,0,403034
394,Sunderland,20,LA functions in relation to child protection,840080,0,0,3868,843948,12455,831493,0,0,831493
394,Sunderland,21,Local safeguarding childrens board,424687,0,0,0,424687,70487,354200,0,0,354200
394,Sunderland,22,Total Children and Young People's Safety,1436402,0,5072,230195,1671669,82942,1588727,0,0,1588727
394,Sunderland,23,Direct payments,114987,0,0,0,114987,1634,113353,0,0,113353
394,Sunderland,24,Short breaks (respite) for disabled children,286073,0,0,41710,327783,0,327783,0,0,327783
394,Sunderland,25,Home care services,71445,0,0,0,71445,0,71445,0,0,71445
394,Sunderland,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
394,Sunderland,27,Other family support services,570620,0,0,0,570620,8677,561943,0,0,561943
394,Sunderland,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",738268,0,0,0,738268,414833,323435,30988,218269,74178
394,Sunderland,29,Contribution to health care of individual children,720173,0,12392,1000,733565,315723,417842,193775,0,224067
394,Sunderland,30,Teenage pregnancy services,474058,0,136475,0,610533,116533,494000,0,0,494000
394,Sunderland,31,Total Family Support Services,2975624,0,148867,42710,3167201,857400,2309801,224763,218269,1866769
394,Sunderland,32,Adoption services,1373410,0,45111,201224,1619745,18498,1601247,0,0,1601247
394,Sunderland,33,Special guardianship support,0,0,0,0,0,0,0,0,0,0
394,Sunderland,34,Other children's and families services,560288,0,0,372158,932446,171109,761337,0,0,761337
394,Sunderland,35,Total Other Children's and Families Services,1933698,0,45111,573382,2552191,189607,2362584,0,0,2362584
394,Sunderland,36,Children's and young people's plan,36653,0,0,0,36653,0,36653,0,0,36653
394,Sunderland,37,Partnership costs,44072,0,0,0,44072,0,44072,0,0,44072
394,Sunderland,38,Central commissioning function,64744,0,0,0,64744,0,64744,0,0,64744
394,Sunderland,39,Commissioning and social work,10080138,0,0,37019,10117157,340046,9777111,0,0,9777111
394,Sunderland,40,Total Children's Services Strategy,10225607,0,0,37019,10262626,340046,9922580,0,0,9922580
394,Sunderland,41,Child Trust Fund Top Ups,11297,0,0,0,11297,0,11297,,,
394,Sunderland,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,50000,0,50000,,,
394,Sunderland,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,39871826,2620827,37250999,,,
394,Sunderland,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,39821826,2620827,37200999,,,
420,Isles Of Scilly,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,2,Youth offender teams,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,4,Total Youth Justice,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,5,Residential care,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,6,Fostering services,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,7,Other children looked after services,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,8,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,9,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,10,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,11,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,12,Education of looked after children,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,13,Leaving care support services,300,0,0,0,300,0,300,0,0,300
420,Isles Of Scilly,14,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,15,Unaccompanied asylum children: assessment and care management,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,16,Unaccompanied asylum children: accommodation,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,17,Total Children Looked After,300,0,0,0,300,0,300,0,0,300
420,Isles Of Scilly,18,Child death processes,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,19,Preventative services ,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,20,LA functions in relation to child protection,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,21,Local safeguarding childrens board,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,22,Total Children and Young People's Safety,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,23,Direct payments,614,0,0,0,614,0,614,0,0,614
420,Isles Of Scilly,24,Short breaks (respite) for disabled children,8149,3005,0,7000,18154,0,18154,0,15000,3154
420,Isles Of Scilly,25,Home care services,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,27,Other family support services,7503,4781,688,0,12972,0,12972,0,0,12972
420,Isles Of Scilly,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,30,Teenage pregnancy services,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,31,Total Family Support Services,16266,7786,688,7000,31740,0,31740,0,15000,16740
420,Isles Of Scilly,32,Adoption services,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,33,Special guardianship support,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,34,Other children's and families services,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,35,Total Other Children's and Families Services,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,36,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,37,Partnership costs,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,38,Central commissioning function,0,0,0,0,0,0,0,0,0,0
420,Isles Of Scilly,39,Commissioning and social work,119361,1336,30191,0,150888,0,150888,0,684,150204
420,Isles Of Scilly,40,Total Children's Services Strategy,119361,1336,30191,0,150888,0,150888,0,684,150204
420,Isles Of Scilly,41,Child Trust Fund Top Ups,0,0,0,0,0,0,0,,,
420,Isles Of Scilly,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
420,Isles Of Scilly,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,182928,0,182928,,,
420,Isles Of Scilly,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,182928,0,182928,,,
800,Bath and North East Somerset,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,2,Youth offender teams,765862,0,0,0,765862,524606,241256,0,0,241256
800,Bath and North East Somerset,3,Other Youth Justice service,213515,0,0,0,213515,141253,72262,0,0,72262
800,Bath and North East Somerset,4,Total Youth Justice,979377,0,0,0,979377,665859,313518,0,0,313518
800,Bath and North East Somerset,5,Residential care,2645863,0,0,0,2645863,1034658,1611205,0,0,1611205
800,Bath and North East Somerset,6,Fostering services,3249392,0,0,0,3249392,99969,3149423,0,0,3149423
800,Bath and North East Somerset,7,Other children looked after services,157680,0,0,0,157680,50000,107680,0,0,107680
800,Bath and North East Somerset,8,Secure accommodation (welfare),675,0,0,0,675,0,675,0,0,675
800,Bath and North East Somerset,9,Short breaks (respite) for looked after children,126405,0,0,0,126405,33826,92579,0,0,92579
800,Bath and North East Somerset,10,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,11,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,12,Education of looked after children,68400,0,0,0,68400,0,68400,0,0,68400
800,Bath and North East Somerset,13,Leaving care support services,385387,0,0,0,385387,66297,319090,0,0,319090
800,Bath and North East Somerset,14,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,15,Unaccompanied asylum children: assessment and care management,1610,0,0,0,1610,1599,11,0,0,11
800,Bath and North East Somerset,16,Unaccompanied asylum children: accommodation,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,17,Total Children Looked After,6635412,0,0,0,6635412,1286349,5349063,0,0,5349063
800,Bath and North East Somerset,18,Child death processes,5960,0,0,0,5960,0,5960,0,0,5960
800,Bath and North East Somerset,19,Preventative services ,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,20,LA functions in relation to child protection,48170,0,0,0,48170,5464,42706,0,0,42706
800,Bath and North East Somerset,21,Local safeguarding childrens board,128236,0,0,0,128236,65698,62538,0,0,62538
800,Bath and North East Somerset,22,Total Children and Young People's Safety,182366,0,0,0,182366,71162,111204,0,0,111204
800,Bath and North East Somerset,23,Direct payments,205750,0,0,0,205750,105173,100577,0,0,100577
800,Bath and North East Somerset,24,Short breaks (respite) for disabled children,652001,0,0,0,652001,650775,1226,0,0,1226
800,Bath and North East Somerset,25,Home care services,7036,0,0,0,7036,0,7036,0,0,7036
800,Bath and North East Somerset,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,27,Other family support services,638563,0,0,0,638563,79028,559535,0,0,559535
800,Bath and North East Somerset,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",269151,0,0,0,269151,214679,54472,0,0,54472
800,Bath and North East Somerset,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,30,Teenage pregnancy services,86687,0,0,0,86687,0,86687,0,0,86687
800,Bath and North East Somerset,31,Total Family Support Services,1859188,0,0,0,1859188,1049655,809533,0,0,809533
800,Bath and North East Somerset,32,Adoption services,249506,0,0,0,249506,49583,199923,0,0,199923
800,Bath and North East Somerset,33,Special guardianship support,14392,0,0,0,14392,1059,13333,0,0,13333
800,Bath and North East Somerset,34,Other children's and families services,696645,0,0,0,696645,51135,645510,0,0,645510
800,Bath and North East Somerset,35,Total Other Children's and Families Services,960543,0,0,0,960543,101777,858766,0,0,858766
800,Bath and North East Somerset,36,Children's and young people's plan,94813,0,0,0,94813,16112,78701,0,0,78701
800,Bath and North East Somerset,37,Partnership costs,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,38,Central commissioning function,94813,0,0,0,94813,16112,78701,0,0,78701
800,Bath and North East Somerset,39,Commissioning and social work,4799256,0,0,0,4799256,542370,4256886,0,0,4256886
800,Bath and North East Somerset,40,Total Children's Services Strategy,4988882,0,0,0,4988882,574594,4414288,0,0,4414288
800,Bath and North East Somerset,41,Child Trust Fund Top Ups,53997,0,0,0,53997,4523,49474,,,
800,Bath and North East Somerset,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
800,Bath and North East Somerset,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,15659765,3753919,11905846,,,
800,Bath and North East Somerset,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,15659765,3753919,11905846,,,
801,Bristol City of,1,Secure accommodation (youth justice),0,167818,0,0,167818,0,167818,0,0,167818
801,Bristol City of,2,Youth offender teams,2981825,175490,0,0,3157315,0,3157315,0,0,3157315
801,Bristol City of,3,Other Youth Justice service,1284054,81000,0,0,1365054,1305658,59396,0,0,59396
801,Bristol City of,4,Total Youth Justice,4265879,424308,0,0,4690187,1305658,3384529,0,0,3384529
801,Bristol City of,5,Residential care,9649919.94,0,0,0,9649919.94,871197.74,8778722.2,27635,0,8751087.2
801,Bristol City of,6,Fostering services,6574276.81,7103959.6,0,1641286.49,15319522.9,381952.46,14937570.44,4701,0,14932869.44
801,Bristol City of,7,Other children looked after services,2591400.41,0,0,0,2591400.41,182640.31,2408760.1,182766,0,2225994.1
801,Bristol City of,8,Secure accommodation (welfare),596489.36,0,0,0,596489.36,3800,592689.36,20348,0,572341.36
801,Bristol City of,9,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,10,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,11,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,12,Education of looked after children,599811.17,0,0,0,599811.17,134243.92,465567.25,1718,0,463849.25
801,Bristol City of,13,Leaving care support services,1754406.53,0,0,0,1754406.53,42351.11,1712055.42,5025,0,1707030.42
801,Bristol City of,14,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,15,Unaccompanied asylum children: assessment and care management,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,16,Unaccompanied asylum children: accommodation,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,17,Total Children Looked After,21766304.22,7103959.6,0,1641286.49,30511550.31,1616185.54,28895364.77,242193,0,28653171.77
801,Bristol City of,18,Child death processes,1045700.84,0,0,0,1045700.84,20661,1025039.84,2995,0,1022044.84
801,Bristol City of,19,Preventative services ,3884205.68,0,0,0,3884205.68,2122072,1762133.68,11125,0,1751008.68
801,Bristol City of,20,LA functions in relation to child protection,236649.85,0,0,0,236649.85,1508,235141.85,678,0,234463.85
801,Bristol City of,21,Local safeguarding childrens board,304553.3,0,0,0,304553.3,143678.35,160874.95,872,0,160002.95
801,Bristol City of,22,Total Children and Young People's Safety,5471109.67,0,0,0,5471109.67,2287919.35,3183190.32,15670,0,3167520.32
801,Bristol City of,23,Direct payments,655022.41,0,0,0,655022.41,286158.08,368864.33,1876,0,366988.33
801,Bristol City of,24,Short breaks (respite) for disabled children,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,25,Home care services,1485151.4,0,0,0,1485151.4,9523.24,1475628.16,4254,0,1471374.16
801,Bristol City of,26,Equiptment and adaptations,758837.32,0,0,0,758837.32,85263.51,673573.81,2174,0,671399.81
801,Bristol City of,27,Other family support services,3593662.78,0,0,0,3593662.78,1457968.72,2135694.06,10292,0,2125402.06
801,Bristol City of,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0,0,0,0,0
801,Bristol City of,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,30,Teenage pregnancy services,231107,0,0,0,231107,1472,229635,662,0,228973
801,Bristol City of,31,Total Family Support Services,6723780.91,0,0,0,6723780.91,1840385.55,4883395.36,19258,0,4864137.36
801,Bristol City of,32,Adoption services,0,1370887.09,0,0,1370887.09,119409.21,1251477.88,3926,0,1247551.88
801,Bristol City of,33,Special guardianship support,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,34,Other children's and families services,79777.63,0,0,0,79777.63,508,79269.63,228,0,79041.63
801,Bristol City of,35,Total Other Children's and Families Services,79777.63,1370887.09,0,0,1450664.72,119917.21,1330747.51,4154,0,1326593.51
801,Bristol City of,36,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,37,Partnership costs,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,38,Central commissioning function,721358.38,0,0,0,721358.38,147903.89,573454.49,2065,0,571389.49
801,Bristol City of,39,Commissioning and social work,12013952.21,0,0,0,12013952.21,393931.53,11620020.68,346899.35,0,11273121.33
801,Bristol City of,40,Total Children's Services Strategy,12735310.59,0,0,0,12735310.59,541835.42,12193475.17,348964.35,0,11844510.82
801,Bristol City of,41,Child Trust Fund Top Ups,0,0,0,0,0,0,0,,,
801,Bristol City of,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
801,Bristol City of,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,61582603.2,7711901.07,53870702.13,,,
801,Bristol City of,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,61582603.2,7711901.07,53870702.13,,,
802,North Somerset,1,Secure accommodation (youth justice),7522,0,0,0,7522,0,7522,0,0,7522
802,North Somerset,2,Youth offender teams,694467,0,19259,0,713726,0,713726,0,0,713726
802,North Somerset,3,Other Youth Justice service,501953,0,0,0,501953,463663,38290,0,0,38290
802,North Somerset,4,Total Youth Justice,1203942,0,19259,0,1223201,463663,759538,0,0,759538
802,North Somerset,5,Residential care,2397676,0,0,0,2397676,0,2397676,0,0,2397676
802,North Somerset,6,Fostering services,1923163,2451706,3254,0,4378123,0,4378123,0,0,4378123
802,North Somerset,7,Other children looked after services,657613,0,0,0,657613,0,657613,0,0,657613
802,North Somerset,8,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
802,North Somerset,9,Short breaks (respite) for looked after children,0,63419,0,0,63419,0,63419,0,0,63419
802,North Somerset,10,Children placed with family and friends,0,350343,0,0,350343,0,350343,0,0,350343
802,North Somerset,11,Advocacy services for children looked after,0,0,0,45464,45464,0,45464,0,0,45464
802,North Somerset,12,Education of looked after children,46473,0,0,0,46473,0,46473,0,0,46473
802,North Somerset,13,Leaving care support services,0,0,825121,0,825121,0,825121,0,0,825121
802,North Somerset,14,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
802,North Somerset,15,Unaccompanied asylum children: assessment and care management,0,0,0,0,0,0,0,0,0,0
802,North Somerset,16,Unaccompanied asylum children: accommodation,0,51548,0,0,51548,39273,12275,0,0,12275
802,North Somerset,17,Total Children Looked After,5024925,2917016,828375,45464,8815780,39273,8776507,0,0,8776507
802,North Somerset,18,Child death processes,19000,0,0,0,19000,19000,0,0,0,0
802,North Somerset,19,Preventative services ,0,68541,0,0,68541,0,68541,0,0,68541
802,North Somerset,20,LA functions in relation to child protection,330200,0,0,0,330200,0,330200,0,0,330200
802,North Somerset,21,Local safeguarding childrens board,113980,0,0,0,113980,36245,77735,0,0,77735
802,North Somerset,22,Total Children and Young People's Safety,463180,68541,0,0,531721,55245,476476,0,0,476476
802,North Somerset,23,Direct payments,42399,0,0,0,42399,0,42399,0,0,42399
802,North Somerset,24,Short breaks (respite) for disabled children,0,270819,198100,573854,1042773,270400,772373,0,0,772373
802,North Somerset,25,Home care services,0,0,0,109210,109210,0,109210,0,0,109210
802,North Somerset,26,Equiptment and adaptations,58674,0,0,0,58674,0,58674,0,0,58674
802,North Somerset,27,Other family support services,893268,0,0,171452,1064720,0,1064720,0,0,1064720
802,North Somerset,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",70016,0,0,0,70016,65210,4806,0,0,4806
802,North Somerset,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
802,North Somerset,30,Teenage pregnancy services,0,0,138000,0,138000,102000,36000,0,0,36000
802,North Somerset,31,Total Family Support Services,1064357,270819,336100,854516,2525792,437610,2088182,0,0,2088182
802,North Somerset,32,Adoption services,0,460341,0,0,460341,0,460341,0,0,460341
802,North Somerset,33,Special guardianship support,0,16349,0,0,16349,0,16349,0,0,16349
802,North Somerset,34,Other children's and families services,0,133521,0,98900,232421,0,232421,0,0,232421
802,North Somerset,35,Total Other Children's and Families Services,0,610211,0,98900,709111,0,709111,0,0,709111
802,North Somerset,36,Children's and young people's plan,0,90124,0,0,90124,0,90124,0,0,90124
802,North Somerset,37,Partnership costs,0,0,58127,0,58127,0,58127,0,0,58127
802,North Somerset,38,Central commissioning function,0,89641,0,0,89641,0,89641,0,0,89641
802,North Somerset,39,Commissioning and social work,0,5653746,18335,0,5672081,0,5672081,0,0,5672081
802,North Somerset,40,Total Children's Services Strategy,0,5833511,76462,0,5909973,0,5909973,0,0,5909973
802,North Somerset,41,Child Trust Fund Top Ups,3200,0,0,0,3200,3200,0,,,
802,North Somerset,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
802,North Somerset,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,19718778,998991,18719787,,,
802,North Somerset,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,19718778,998991,18719787,,,
803,South Gloucestershire,1,Secure accommodation (youth justice),3943000,0,0,0,3943000,3942000,1000,0,0,1000
803,South Gloucestershire,2,Youth offender teams,753000,2000,0,0,755000,438000,317000,0,0,317000
803,South Gloucestershire,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
803,South Gloucestershire,4,Total Youth Justice,4696000,2000,0,0,4698000,4380000,318000,0,0,318000
803,South Gloucestershire,5,Residential care,0,3249000,177000,0,3426000,0,3426000,0,0,3426000
803,South Gloucestershire,6,Fostering services,2479000,1222000,0,0,3701000,17000,3684000,82000,0,3602000
803,South Gloucestershire,7,Other children looked after services,78000,0,0,0,78000,0,78000,0,0,78000
803,South Gloucestershire,8,Secure accommodation (welfare),891000,0,0,0,891000,882000,9000,0,0,9000
