LEA Number:,LA Name:,S52 Line Reference:,PRIVATE (x),VOLUNTARY (y),PUBLIC (z),TOTAL EXPENDITURE (k),INCOME (l),NET Current Expenditure (m)
420,Isles of Scilly ,13 Leaving care support services,0,0,285,285,0,285
420,Isles of Scilly ,14 Total Children Looked After,0,0,285,285,0,285
420,Isles of Scilly ,15 Child death processes,0,0,0,0,0,0
420,Isles of Scilly ,16 Preventative services,0,0,0,0,0,0
420,Isles of Scilly ,17 LA functions in relation to child protection,0,0,0,0,0,0
420,Isles of Scilly ,18 Local safeguarding childrens board,0,0,0,0,0,0
420,Isles of Scilly ,19 Total Children and Young Peoples Safety,0,0,0,0,0,0
420,Isles of Scilly ,20 Direct payments,0,0,1250,1250,0,1250
420,Isles of Scilly ,21 Short breaks (respite) for disabled children,0,0,0,0,0,0
420,Isles of Scilly ,22 Home care services,0,0,0,0,0,0
420,Isles of Scilly ,23 Equiptment and adaptations,0,0,6,6,0,6
420,Isles of Scilly ,24 Other family support services,0,0,6238,6238,0,6238
420,Isles of Scilly ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0
420,Isles of Scilly ,26 Contribution to health care of individual children,0,0,0,0,0,0
420,Isles of Scilly ,27 Teenage pregnancy services,0,0,0,0,0,0
420,Isles of Scilly ,28 Total Family Support Services,0,0,7494,7494,0,7494
420,Isles of Scilly ,29 Asylum seeker services - children,0,0,0,0,0,0
420,Isles of Scilly ,30 Unaccompanied asylum children,0,0,0,0,0,0
420,Isles of Scilly ,31 Accommodation,0,0,0,0,0,0
420,Isles of Scilly ,32 Assessment and care management,0,0,0,0,0,0
420,Isles of Scilly ,33 Total Asylum Seeker,0,0,0,0,0,0
420,Isles of Scilly ,34 Adoption services,0,0,0,0,0,0
420,Isles of Scilly ,35 Special guardianship support,0,0,0,0,0,0
420,Isles of Scilly ,36 Other childrens and families services,0,0,0,0,0,0
420,Isles of Scilly ,37 Total Other Childrens and Families Services,0,0,0,0,0,0
420,Isles of Scilly ,38 Childrens and young peoples plan,0,0,0,0,0,0
420,Isles of Scilly ,39 Childrens social care workforce grant,0,0,0,0,0,0
420,Isles of Scilly ,40 Partnership costs,0,0,0,0,0,0
420,Isles of Scilly ,41 Central commissioning function,0,0,0,0,0,0
420,Isles of Scilly ,42 Commissioning and social work,0,0,157357,157357,0,157357
420,Isles of Scilly ,43 Total Childrens Services Strategy,0,0,157357,157357,0,157357
420,Isles of Scilly ,44 Child Trust Fund Top Ups,0,0,0,0,0,0
420,Isles of Scilly ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
420,Isles of Scilly ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,165136,0,165136
420,Isles of Scilly ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,165136,0,165136
800,Bath and North East Somerset ,1 Secure accommodation (youth justice),0,0,28829,28829,0,28829
800,Bath and North East Somerset ,2 Youth offender teams,0,0,785418,785418,548477,236941
800,Bath and North East Somerset ,3 Other Youth Justice service,0,0,104452,104452,46020,58432
800,Bath and North East Somerset ,4 Total Youth Justice,0,0,918699,918699,594497,324202
800,Bath and North East Somerset ,5 Residential care,0,0,2627749,2627749,1017140,1610609
800,Bath and North East Somerset ,6 Fostering services,0,0,2747615,2747615,132623,2614992
800,Bath and North East Somerset ,7 Other children looked after services,0,0,172754,172754,0,172754
800,Bath and North East Somerset ,8 Secure accommodation (welfare),0,0,0,0,0,0
800,Bath and North East Somerset ,9 Short breaks (respite) for looked after children,0,0,107992,107992,33826,74166
800,Bath and North East Somerset ,10 Children placed with family and friends,0,0,0,0,0,0
800,Bath and North East Somerset ,11 Advocacy services for children looked after,0,0,0,0,0,0
800,Bath and North East Somerset ,12 Education of looked after children,0,0,57504,57504,0,57504
800,Bath and North East Somerset ,13 Leaving care support services,0,0,942045,942045,55484,886561
800,Bath and North East Somerset ,14 Total Children Looked After,0,0,6655659,6655659,1239073,5416586
800,Bath and North East Somerset ,15 Child death processes,0,0,2794,2794,0,2794
800,Bath and North East Somerset ,16 Preventative services,0,0,0,0,0,0
800,Bath and North East Somerset ,17 LA functions in relation to child protection,0,0,121759,121759,58612,63147
800,Bath and North East Somerset ,18 Local safeguarding childrens board,0,0,55171,55171,6592,48579
800,Bath and North East Somerset ,19 Total Children and Young Peoples Safety,0,0,179724,179724,65204,114520
800,Bath and North East Somerset ,20 Direct payments,0,0,125241,125241,44000,81241
800,Bath and North East Somerset ,21 Short breaks (respite) for disabled children,0,0,497127,497127,497127,0
800,Bath and North East Somerset ,22 Home care services,0,0,28330,28330,28330,0
800,Bath and North East Somerset ,23 Equiptment and adaptations,0,0,0,0,0,0
800,Bath and North East Somerset ,24 Other family support services,0,0,1312306,1312306,44217,1268089
800,Bath and North East Somerset ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,13300,13300,13290,10
800,Bath and North East Somerset ,26 Contribution to health care of individual children,0,0,0,0,0,0
800,Bath and North East Somerset ,27 Teenage pregnancy services,0,0,101897,101897,819,101078
800,Bath and North East Somerset ,28 Total Family Support Services,0,0,2078201,2078201,627783,1450418
800,Bath and North East Somerset ,29 Asylum seeker services - children,0,0,0,0,0,0
800,Bath and North East Somerset ,30 Unaccompanied asylum children,0,0,12333,12333,12333,0
800,Bath and North East Somerset ,31 Accommodation,0,0,0,0,0,0
800,Bath and North East Somerset ,32 Assessment and care management,0,0,0,0,0,0
800,Bath and North East Somerset ,33 Total Asylum Seeker,0,0,12333,12333,12333,0
800,Bath and North East Somerset ,34 Adoption services,0,0,299288,299288,98781,200507
800,Bath and North East Somerset ,35 Special guardianship support,0,0,11813,11813,1527,10286
800,Bath and North East Somerset ,36 Other childrens and families services,0,0,595328,595328,17200,578128
800,Bath and North East Somerset ,37 Total Other Childrens and Families Services,0,0,906429,906429,117508,788921
800,Bath and North East Somerset ,38 Childrens and young peoples plan,0,0,124453,124453,0,124453
800,Bath and North East Somerset ,39 Childrens social care workforce grant,0,0,0,0,0,0
800,Bath and North East Somerset ,40 Partnership costs,0,0,0,0,0,0
800,Bath and North East Somerset ,41 Central commissioning function,0,0,124453,124453,0,124453
800,Bath and North East Somerset ,42 Commissioning and social work,0,0,4624186,4624186,325840,4298346
800,Bath and North East Somerset ,43 Total Childrens Services Strategy,0,0,4873092,4873092,325840,4547252
800,Bath and North East Somerset ,44 Child Trust Fund Top Ups,0,0,0,0,0,0
800,Bath and North East Somerset ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
800,Bath and North East Somerset ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,15624137,2982238,12641899
800,Bath and North East Somerset ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,15624137,2982238,12641899
801,"Bristol, City of ",1 Secure accommodation (youth justice),21059,0,112726,133785,0,133785
801,"Bristol, City of ",2 Youth offender teams,27601,92875,4156448,4276924,1686771,2590153
801,"Bristol, City of ",3 Other Youth Justice service,0,0,0,0,0,0
801,"Bristol, City of ",4 Total Youth Justice,48660,92875,4269174,4410709,1686771,2723938
801,"Bristol, City of ",5 Residential care,0,0,9122887,9122887,230051,8892836
801,"Bristol, City of ",6 Fostering services,5939075,1437476,6188890,13565441,141721,13423720
801,"Bristol, City of ",7 Other children looked after services,0,0,2724372,2724372,625004,2099368
801,"Bristol, City of ",8 Secure accommodation (welfare),0,0,181693,181693,1282,180411
801,"Bristol, City of ",9 Short breaks (respite) for looked after children,0,0,0,0,0,0
801,"Bristol, City of ",10 Children placed with family and friends,0,0,0,0,0,0
801,"Bristol, City of ",11 Advocacy services for children looked after,0,0,0,0,0,0
801,"Bristol, City of ",12 Education of looked after children,0,0,669018,669018,223794,445224
801,"Bristol, City of ",13 Leaving care support services,0,0,1661065,1661065,14766,1646299
801,"Bristol, City of ",14 Total Children Looked After,5939075,1437476,20547925,27924476,1236618,26687858
801,"Bristol, City of ",15 Child death processes,0,0,1286296,1286296,0,1286296
801,"Bristol, City of ",16 Preventative services,0,0,1452367,1452367,90114,1362253
801,"Bristol, City of ",17 LA functions in relation to child protection,0,0,252112,252112,1778,250334
801,"Bristol, City of ",18 Local safeguarding childrens board,0,0,209348,209348,132776,76572
801,"Bristol, City of ",19 Total Children and Young Peoples Safety,0,0,3200123,3200123,224668,2975455
801,"Bristol, City of ",20 Direct payments,0,0,278350,278350,167919,110431
801,"Bristol, City of ",21 Short breaks (respite) for disabled children,0,0,0,0,0,0
801,"Bristol, City of ",22 Home care services,0,0,1407469,1407469,10136,1397333
801,"Bristol, City of ",23 Equiptment and adaptations,0,0,580895,580895,24098,556797
801,"Bristol, City of ",24 Other family support services,0,0,3155863,3155863,1119966,2035897
801,"Bristol, City of ","25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0
801,"Bristol, City of ",26 Contribution to health care of individual children,0,0,0,0,0,0
801,"Bristol, City of ",27 Teenage pregnancy services,0,0,242720,242720,1712,241008
801,"Bristol, City of ",28 Total Family Support Services,0,0,5665297,5665297,1323831,4341466
801,"Bristol, City of ",29 Asylum seeker services - children,0,0,0,0,0,0
801,"Bristol, City of ",30 Unaccompanied asylum children,0,0,0,0,0,0
801,"Bristol, City of ",31 Accommodation,0,0,0,0,0,0
801,"Bristol, City of ",32 Assessment and care management,0,0,0,0,0,0
801,"Bristol, City of ",33 Total Asylum Seeker,0,0,0,0,0,0
801,"Bristol, City of ",34 Adoption services,1454119,0,0,1454119,98030,1356089
801,"Bristol, City of ",35 Special guardianship support,0,0,0,0,0,0
801,"Bristol, City of ",36 Other childrens and families services,0,0,81868,81868,577,81291
801,"Bristol, City of ",37 Total Other Childrens and Families Services,1454119,0,81868,1535987,98607,1437380
801,"Bristol, City of ",38 Childrens and young peoples plan,0,0,0,0,0,0
801,"Bristol, City of ",39 Childrens social care workforce grant,0,0,629671,629671,444600,185071
801,"Bristol, City of ",40 Partnership costs,0,0,0,0,0,0
801,"Bristol, City of ",41 Central commissioning function,0,0,617722,617722,73774,543948
801,"Bristol, City of ",42 Commissioning and social work,0,0,11265143,11265143,333047,10932096
801,"Bristol, City of ",43 Total Childrens Services Strategy,0,0,12512536,12512536,851421,11661115
801,"Bristol, City of ",44 Child Trust Fund Top Ups,0,0,0,0,0,0
801,"Bristol, City of ",45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
801,"Bristol, City of ",46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,55249128,5421916,49827212
801,"Bristol, City of ",47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,55249128,5421916,49827212
802,North Somerset ,1 Secure accommodation (youth justice),51787,0,0,51787,0,51787
802,North Somerset ,2 Youth offender teams,0,0,571063,571063,94500,476563
802,North Somerset ,3 Other Youth Justice service,0,0,497446,497446,104757,392689
802,North Somerset ,4 Total Youth Justice,51787,0,1068509,1120296,199257,921039
802,North Somerset ,5 Residential care,1164981,190608,0,1355589,20228,1335361
802,North Somerset ,6 Fostering services,1411275,0,2600319,4011594,0,4011594
802,North Somerset ,7 Other children looked after services,232489,0,99856,332345,0,332345
802,North Somerset ,8 Secure accommodation (welfare),0,0,0,0,0,0
802,North Somerset ,9 Short breaks (respite) for looked after children,38100,0,0,38100,0,38100
802,North Somerset ,10 Children placed with family and friends,269750,0,0,269750,0,269750
802,North Somerset ,11 Advocacy services for children looked after,0,58000,0,58000,0,58000
802,North Somerset ,12 Education of looked after children,0,0,53254,53254,0,53254
802,North Somerset ,13 Leaving care support services,0,0,752140,752140,0,752140
802,North Somerset ,14 Total Children Looked After,3116595,248608,3505569,6870772,20228,6850544
802,North Somerset ,15 Child death processes,19044,0,0,19044,0,19044
802,North Somerset ,16 Preventative services,0,61021,0,61021,0,61021
802,North Somerset ,17 LA functions in relation to child protection,12500,0,299756,312256,0,312256
802,North Somerset ,18 Local safeguarding childrens board,0,0,119546,119546,0,119546
802,North Somerset ,19 Total Children and Young Peoples Safety,31544,61021,419302,511867,0,511867
802,North Somerset ,20 Direct payments,0,0,37637,37637,0,37637
802,North Somerset ,21 Short breaks (respite) for disabled children,479057,582757,97387,1159201,426930,732271
802,North Somerset ,22 Home care services,0,0,105684,105684,0,105684
802,North Somerset ,23 Equiptment and adaptations,125058,0,0,125058,0,125058
802,North Somerset ,24 Other family support services,0,145640,908642,1054282,0,1054282
802,North Somerset ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,66102,66102,0,66102
802,North Somerset ,26 Contribution to health care of individual children,0,0,0,0,0,0
802,North Somerset ,27 Teenage pregnancy services,17241,0,99147,116388,0,116388
802,North Somerset ,28 Total Family Support Services,621356,728397,1314599,2664352,426930,2237422
802,North Somerset ,29 Asylum seeker services - children,0,0,0,0,0,0
802,North Somerset ,30 Unaccompanied asylum children,9392.4,0,0,9392.4,0,9392.4
802,North Somerset ,31 Accommodation,0,0,0,0,0,0
802,North Somerset ,32 Assessment and care management,0,0,0,0,0,0
802,North Somerset ,33 Total Asylum Seeker,9392.4,0,0,9392.4,0,9392.4
802,North Somerset ,34 Adoption services,0,0,451690,451690,0,451690
802,North Somerset ,35 Special guardianship support,12050,0,0,12050,0,12050
802,North Somerset ,36 Other childrens and families services,0,90000,132561,222561,0,222561
802,North Somerset ,37 Total Other Childrens and Families Services,12050,90000,584251,686301,0,686301
802,North Somerset ,38 Childrens and young peoples plan,0,0,87120,87120,0,87120
802,North Somerset ,39 Childrens social care workforce grant,0,0,138546,138546,0,138546
802,North Somerset ,40 Partnership costs,0,0,56020,56020,0,56020
802,North Somerset ,41 Central commissioning function,0,0,81210,81210,0,81210
802,North Somerset ,42 Commissioning and social work,265102,0,3991227,4256329,11000,4245329
802,North Somerset ,43 Total Childrens Services Strategy,265102,0,4354123,4619225,11000,4608225
802,North Somerset ,44 Child Trust Fund Top Ups,0,0,3200,3200,0,3200
802,North Somerset ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
802,North Somerset ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,16485405.4,657415,15827990.4
802,North Somerset ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,16485405.4,657415,15827990.4
803,South Gloucestershire  ,1 Secure accommodation (youth justice),0,0,4017000,4017000,3992000,25000
803,South Gloucestershire  ,2 Youth offender teams,0,0,751000,751000,464000,287000
803,South Gloucestershire  ,3 Other Youth Justice service,0,0,0,0,0,0
803,South Gloucestershire  ,4 Total Youth Justice,0,0,4768000,4768000,4456000,312000
803,South Gloucestershire  ,5 Residential care,2579000,0,255000,2834000,105000,2729000
803,South Gloucestershire  ,6 Fostering services,1428000,0,2233000,3661000,98000,3563000
803,South Gloucestershire  ,7 Other children looked after services,0,0,108000,108000,5000,103000
803,South Gloucestershire  ,8 Secure accommodation (welfare),0,0,897000,897000,891000,6000
803,South Gloucestershire  ,9 Short breaks (respite) for looked after children,0,0,0,0,0,0
803,South Gloucestershire  ,10 Children placed with family and friends,0,0,161000,161000,0,161000
803,South Gloucestershire  ,11 Advocacy services for children looked after,7000,55000,61000,123000,0,123000
803,South Gloucestershire  ,12 Education of looked after children,2000,0,13000,15000,0,15000
803,South Gloucestershire  ,13 Leaving care support services,67000,0,461000,528000,0,528000
803,South Gloucestershire  ,14 Total Children Looked After,4083000,55000,4189000,8327000,1099000,7228000
803,South Gloucestershire  ,15 Child death processes,0,0,23000,23000,0,23000
803,South Gloucestershire  ,16 Preventative services,0,318000,169000,487000,25000,462000
803,South Gloucestershire  ,17 LA functions in relation to child protection,0,24000,543000,567000,35000,532000
803,South Gloucestershire  ,18 Local safeguarding childrens board,0,0,124000,124000,104000,20000
803,South Gloucestershire  ,19 Total Children and Young Peoples Safety,0,342000,859000,1201000,164000,1037000
803,South Gloucestershire  ,20 Direct payments,0,0,335000,335000,40000,295000
803,South Gloucestershire  ,21 Short breaks (respite) for disabled children,392000,0,220000,612000,25000,587000
803,South Gloucestershire  ,22 Home care services,0,0,0,0,0,0
803,South Gloucestershire  ,23 Equiptment and adaptations,47000,0,0,47000,0,47000
803,South Gloucestershire  ,24 Other family support services,32000,13000,1346000,1391000,440000,951000
803,South Gloucestershire  ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,53000,53000,36000,17000
803,South Gloucestershire  ,26 Contribution to health care of individual children,3000,0,18000,21000,0,21000
803,South Gloucestershire  ,27 Teenage pregnancy services,0,0,141000,141000,43000,98000
803,South Gloucestershire  ,28 Total Family Support Services,474000,13000,2113000,2600000,584000,2016000
803,South Gloucestershire  ,29 Asylum seeker services - children,0,0,0,0,0,0
803,South Gloucestershire  ,30 Unaccompanied asylum children,27000,0,69000,96000,75000,21000
803,South Gloucestershire  ,31 Accommodation,0,0,5000,5000,5000,0
803,South Gloucestershire  ,32 Assessment and care management,0,0,5000,5000,0,5000
803,South Gloucestershire  ,33 Total Asylum Seeker,27000,0,79000,106000,80000,26000
803,South Gloucestershire  ,34 Adoption services,0,0,541000,541000,59000,482000
803,South Gloucestershire  ,35 Special guardianship support,0,0,87000,87000,0,87000
803,South Gloucestershire  ,36 Other childrens and families services,0,267000,59000,326000,0,326000
803,South Gloucestershire  ,37 Total Other Childrens and Families Services,0,267000,687000,954000,59000,895000
803,South Gloucestershire  ,38 Childrens and young peoples plan,0,0,0,0,0,0
803,South Gloucestershire  ,39 Childrens social care workforce grant,0,0,149000,149000,0,149000
803,South Gloucestershire  ,40 Partnership costs,0,0,0,0,0,0
803,South Gloucestershire  ,41 Central commissioning function,0,0,216000,216000,54000,162000
803,South Gloucestershire  ,42 Commissioning and social work,0,0,4792000,4792000,495000,4297000
803,South Gloucestershire  ,43 Total Childrens Services Strategy,0,0,5157000,5157000,549000,4608000
803,South Gloucestershire  ,44 Child Trust Fund Top Ups,0,0,0,0,0,0
803,South Gloucestershire  ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
803,South Gloucestershire  ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,23113000,6991000,16122000
803,South Gloucestershire  ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,23113000,6991000,16122000
805,Hartlepool  ,1 Secure accommodation (youth justice),0,0,0,0,0,0
805,Hartlepool  ,2 Youth offender teams,0,191091,1064871,1255962,642937,613025
805,Hartlepool  ,3 Other Youth Justice service,0,0,0,0,0,0
805,Hartlepool  ,4 Total Youth Justice,0,191091,1064871,1255962,642937,613025
805,Hartlepool  ,5 Residential care,1254216,0,0,1254216,42277,1211939
805,Hartlepool  ,6 Fostering services,1596813,0,2018939,3615752,51443,3564309
805,Hartlepool  ,7 Other children looked after services,11101,0,10598,21699,0,21699
805,Hartlepool  ,8 Secure accommodation (welfare),0,0,0,0,0,0
805,Hartlepool  ,9 Short breaks (respite) for looked after children,0,0,49465,49465,0,49465
805,Hartlepool  ,10 Children placed with family and friends,0,0,0,0,0,0
805,Hartlepool  ,11 Advocacy services for children looked after,0,6916,0,6916,0,6916
805,Hartlepool  ,12 Education of looked after children,0,0,24164,24164,0,24164
805,Hartlepool  ,13 Leaving care support services,0,105727,345735,451462,150,451312
805,Hartlepool  ,14 Total Children Looked After,2862130,112643,2448901,5423674,93870,5329804
805,Hartlepool  ,15 Child death processes,0,0,17000,17000,0,17000
805,Hartlepool  ,16 Preventative services,0,365708,34790,400498,0,400498
805,Hartlepool  ,17 LA functions in relation to child protection,0,0,0,0,0,0
805,Hartlepool  ,18 Local safeguarding childrens board,0,250,146257,146507,85428,61079
805,Hartlepool  ,19 Total Children and Young Peoples Safety,0,365958,198047,564005,85428,478577
805,Hartlepool  ,20 Direct payments,0,0,112318,112318,5479,106839
805,Hartlepool  ,21 Short breaks (respite) for disabled children,0,9179,598336,607515,0,607515
805,Hartlepool  ,22 Home care services,0,0,0,0,0,0
805,Hartlepool  ,23 Equiptment and adaptations,0,0,0,0,0,0
805,Hartlepool  ,24 Other family support services,50000,129954,1144456,1324410,230603,1093807
805,Hartlepool  ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,18540,18540,0,18540
805,Hartlepool  ,26 Contribution to health care of individual children,0,0,145260,145260,23744,121516
805,Hartlepool  ,27 Teenage pregnancy services,0,0,419275,419275,51120,368155
805,Hartlepool  ,28 Total Family Support Services,50000,139133,2438185,2627318,310946,2316372
805,Hartlepool  ,29 Asylum seeker services - children,0,0,0,0,0,0
805,Hartlepool  ,30 Unaccompanied asylum children,0,0,0,0,0,0
805,Hartlepool  ,31 Accommodation,0,0,0,0,0,0
805,Hartlepool  ,32 Assessment and care management,0,0,0,0,0,0
805,Hartlepool  ,33 Total Asylum Seeker,0,0,0,0,0,0
805,Hartlepool  ,34 Adoption services,0,0,444174,444174,6251,437923
805,Hartlepool  ,35 Special guardianship support,0,0,0,0,0,0
805,Hartlepool  ,36 Other childrens and families services,3674,0,0,3674,0,3674
805,Hartlepool  ,37 Total Other Childrens and Families Services,3674,0,444174,447848,6251,441597
805,Hartlepool  ,38 Childrens and young peoples plan,0,0,4395,4395,0,4395
805,Hartlepool  ,39 Childrens social care workforce grant,0,0,111154,111154,111154,0
805,Hartlepool  ,40 Partnership costs,0,0,390,390,390,0
805,Hartlepool  ,41 Central commissioning function,0,0,0,0,0,0
805,Hartlepool  ,42 Commissioning and social work,0,0,2338822,2338822,2300,2336522
805,Hartlepool  ,43 Total Childrens Services Strategy,0,0,2454761,2454761,113844,2340917
805,Hartlepool  ,44 Child Trust Fund Top Ups,0,0,1500,1500,0,1500
805,Hartlepool  ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
805,Hartlepool  ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,12775068,1253276,11521792
805,Hartlepool  ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,12775068,1253276,11521792
806,Middlesbrough ,1 Secure accommodation (youth justice),0,0,0,0,0,0
806,Middlesbrough ,2 Youth offender teams,139443,0,1170332,1309775,448981,860794
806,Middlesbrough ,3 Other Youth Justice service,225363,0,1837079,2062442,122670,1939772
806,Middlesbrough ,4 Total Youth Justice,364806,0,3007411,3372217,571651,2800566
806,Middlesbrough ,5 Residential care,2904996,54342,761543,3720881,5130,3715751
806,Middlesbrough ,6 Fostering services,3118998,34320,1935147,5088465,0,5088465
806,Middlesbrough ,7 Other children looked after services,72,0,98865,98937,0,98937
806,Middlesbrough ,8 Secure accommodation (welfare),0,0,0,0,0,0
806,Middlesbrough ,9 Short breaks (respite) for looked after children,29,0,273007,273036,2665,270371
806,Middlesbrough ,10 Children placed with family and friends,0,0,3398,3398,0,3398
806,Middlesbrough ,11 Advocacy services for children looked after,25588,0,682,26270,0,26270
806,Middlesbrough ,12 Education of looked after children,0,0,129769,129769,120,129649
806,Middlesbrough ,13 Leaving care support services,102809,0,607067,709876,15145,694731
806,Middlesbrough ,14 Total Children Looked After,6152492,88662,3809478,10050632,23060,10027572
806,Middlesbrough ,15 Child death processes,0,0,61181,61181,0,61181
806,Middlesbrough ,16 Preventative services,0,0,727268,727268,38531,688737
806,Middlesbrough ,17 LA functions in relation to child protection,39967,0,483438,523405,31,523374
806,Middlesbrough ,18 Local safeguarding childrens board,12251,0,94706,106957,27540,79417
806,Middlesbrough ,19 Total Children and Young Peoples Safety,52218,0,1366593,1418811,66102,1352709
806,Middlesbrough ,20 Direct payments,191071,0,5090,196161,24181,171980
806,Middlesbrough ,21 Short breaks (respite) for disabled children,214049,1301,438707,654057,17838,636219
806,Middlesbrough ,22 Home care services,873,0,167200,168073,44879,123194
806,Middlesbrough ,23 Equiptment and adaptations,0,0,0,0,0,0
806,Middlesbrough ,24 Other family support services,77707,0,1086544,1164251,180113,984138
806,Middlesbrough ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",363227,0,68946,432173,140251,291922
806,Middlesbrough ,26 Contribution to health care of individual children,223788,0,304405,528193,850,527343
806,Middlesbrough ,27 Teenage pregnancy services,16298,0,172877,189175,42166,147009
806,Middlesbrough ,28 Total Family Support Services,1087013,1301,2243769,3332083,450278,2881805
806,Middlesbrough ,29 Asylum seeker services - children,0,0,33008,33008,0,33008
806,Middlesbrough ,30 Unaccompanied asylum children,67666,0,120103,187769,525,187244
806,Middlesbrough ,31 Accommodation,0,0,0,0,0,0
806,Middlesbrough ,32 Assessment and care management,0,0,0,0,0,0
806,Middlesbrough ,33 Total Asylum Seeker,67666,0,153111,220777,525,220252
806,Middlesbrough ,34 Adoption services,151425,0,806608,958033,28467,929566
806,Middlesbrough ,35 Special guardianship support,4823,0,97372,102195,0,102195
806,Middlesbrough ,36 Other childrens and families services,12827,34668,20344,67839,0,67839
806,Middlesbrough ,37 Total Other Childrens and Families Services,169075,34668,924324,1128067,28467,1099600
806,Middlesbrough ,38 Childrens and young peoples plan,0,0,93431,93431,0,93431
806,Middlesbrough ,39 Childrens social care workforce grant,0,0,163103,163103,36009,127094
806,Middlesbrough ,40 Partnership costs,30683,0,98601,129284,471,128813
806,Middlesbrough ,41 Central commissioning function,40200,0,337575,377775,0,377775
806,Middlesbrough ,42 Commissioning and social work,607737,330,4624906,5232973,33395,5199578
806,Middlesbrough ,43 Total Childrens Services Strategy,678620,330,5317616,5996566,69875,5926691
806,Middlesbrough ,44 Child Trust Fund Top Ups,0,0,0,0,0,0
806,Middlesbrough ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
806,Middlesbrough ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,25519153,1209958,24309195
806,Middlesbrough ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,25519153,1209958,24309195
807,Redcar and Cleveland ,1 Secure accommodation (youth justice),0,0,46900,46900,0,46900
807,Redcar and Cleveland ,2 Youth offender teams,0,0,415740,415740,0,415740
807,Redcar and Cleveland ,3 Other Youth Justice service,0,0,209649,209649,8000,201649
807,Redcar and Cleveland ,4 Total Youth Justice,0,0,672289,672289,8000,664289
807,Redcar and Cleveland ,5 Residential care,1457036,0,1300937,2757973,0,2757973
807,Redcar and Cleveland ,6 Fostering services,1031644,958749,681344,2671737,0,2671737
807,Redcar and Cleveland ,7 Other children looked after services,0,21413,1089,22502,0,22502
807,Redcar and Cleveland ,8 Secure accommodation (welfare),0,0,0,0,0,0
807,Redcar and Cleveland ,9 Short breaks (respite) for looked after children,0,16333,5122,21455,0,21455
807,Redcar and Cleveland ,10 Children placed with family and friends,0,0,0,0,0,0
807,Redcar and Cleveland ,11 Advocacy services for children looked after,26340,0,637602,663942,0,663942
807,Redcar and Cleveland ,12 Education of looked after children,0,0,0,0,0,0
807,Redcar and Cleveland ,13 Leaving care support services,165,50070,531800,582035,0,582035
807,Redcar and Cleveland ,14 Total Children Looked After,2515185,1046565,3157894,6719644,0,6719644
807,Redcar and Cleveland ,15 Child death processes,0,0,52167,52167,29166,23001
807,Redcar and Cleveland ,16 Preventative services,0,0,65964,65964,7500,58464
807,Redcar and Cleveland ,17 LA functions in relation to child protection,0,0,62748,62748,3110,59638
807,Redcar and Cleveland ,18 Local safeguarding childrens board,74080,0,258137,332217,254706,77511
807,Redcar and Cleveland ,19 Total Children and Young Peoples Safety,74080,0,439016,513096,294482,218614
807,Redcar and Cleveland ,20 Direct payments,311404,0,0,311404,63986,247418
807,Redcar and Cleveland ,21 Short breaks (respite) for disabled children,0,0,0,0,0,0
